event_slug,playerName,team,event_name,season,birdies_per_round,drive_distance,eagles,fairway_pct,gir_pct,putting_avg,scrambling_pct
chicago-2023,Henrik Stenson,Majesticks Golf Club,Chicago,2023.0,10.0,297.3,1.0,80.95,74.07,1.61,92.86
chicago-2023,Ian Poulter,Majesticks Golf Club,Chicago,2023.0,11.0,291.3,0.0,73.81,62.96,1.56,85.0
chicago-2023,James Piot,HyFlyers GC,Chicago,2023.0,8.0,294.0,1.0,61.91,59.26,1.54,59.09
chicago-2023,Jason Kokrak,Smash GC,Chicago,2023.0,13.0,301.6,0.0,57.14,75.93,1.67,46.15
chicago-2023,Jed Morgan,Ripper GC,Chicago,2023.0,12.0,304.2,0.0,57.14,62.96,1.59,55.0
chicago-2023,Joaquin Niemann,Torque GC,Chicago,2023.0,17.0,303.7,1.0,59.52,75.93,1.7,38.46
chicago-2023,Kevin Na,Korean Golf Club,Chicago,2023.0,6.0,276.9,2.0,69.05,68.52,1.65,76.47
chicago-2023,Lee Westwood,Majesticks Golf Club,Chicago,2023.0,13.0,288.6,0.0,61.91,64.82,1.59,52.63
chicago-2023,Louis Oosthuizen,Southern Guards GC,Chicago,2023.0,10.0,284.1,0.0,71.43,75.93,1.63,69.23
chicago-2023,Marc Leishman,Ripper GC,Chicago,2023.0,18.0,297.7,0.0,61.91,79.63,1.59,63.64
chicago-2023,Martin Kaymer,Cleeks Golf Club,Chicago,2023.0,13.0,289.5,0.0,52.38,64.82,1.61,47.37
chicago-2023,Matt Jones,Ripper GC,Chicago,2023.0,13.0,297.9,0.0,61.91,70.37,1.61,56.25
chicago-2023,Matthew Wolff,Smash GC,Chicago,2023.0,14.0,302.1,0.0,50.0,59.26,1.56,50.0
chicago-2023,Mito Pereira,Torque GC,Chicago,2023.0,9.0,294.8,0.0,71.43,72.22,1.69,60.0
chicago-2023,Pat Perez,,Chicago,2023.0,13.0,286.8,0.0,66.67,64.82,1.59,57.9
chicago-2023,Patrick Reed,,Chicago,2023.0,10.0,297.3,0.0,69.05,70.37,1.61,75.0
chicago-2023,Paul Casey,Crushers GC,Chicago,2023.0,8.0,301.8,0.0,52.38,70.37,1.65,68.75
chicago-2023,Peter Uihlein,,Chicago,2023.0,14.0,316.8,0.0,57.14,75.93,1.56,76.92
chicago-2023,Phil Mickelson,HyFlyers GC,Chicago,2023.0,7.0,311.9,0.0,40.48,59.26,1.65,50.0
chicago-2023,Richard Bland,Cleeks Golf Club,Chicago,2023.0,13.0,288.5,1.0,69.05,74.07,1.57,71.43
chicago-2023,Sam Horsfield,Majesticks Golf Club,Chicago,2023.0,11.0,293.8,1.0,66.67,72.22,1.63,
chicago-2023,Scott Vincent,Korean Golf Club,Chicago,2023.0,11.0,294.2,1.0,71.43,72.22,1.61,66.67
chicago-2023,Sebastian,Torque GC,Chicago,2023.0,14.0,301.0,2.0,73.81,62.96,1.44,65.0
chicago-2023,Sergio Garcia,Fireballs GC,Chicago,2023.0,12.0,297.9,1.0,66.67,77.78,1.69,58.33
chicago-2023,Sihwan Kim,Korean Golf Club,Chicago,2023.0,9.0,279.8,0.0,42.86,62.96,1.69,45.0
chicago-2023,Talor Gooch,RangeGoats GC,Chicago,2023.0,13.0,287.1,0.0,66.67,75.93,1.57,76.92
chicago-2023,Thomas Pieters,RangeGoats GC,Chicago,2023.0,12.0,299.1,0.0,59.52,77.78,1.59,75.0
chicago-2024,Abraham Ancer,Fireballs GC,Chicago,2024.0,13.0,321.5,0.0,59.52,64.82,1.54,57.9
chicago-2024,Adrian Meronk,Cleeks Golf Club,Chicago,2024.0,10.0,329.5,0.0,42.86,57.41,1.5,60.87
chicago-2024,Andy Ogletree,HyFlyers GC,Chicago,2024.0,7.0,350.6,0.0,59.52,61.11,1.59,52.38
chicago-2024,Anirban Lahiri,Crushers GC,Chicago,2024.0,10.0,340.0,0.0,71.43,70.37,1.65,68.75
chicago-2024,Anthony Kim,,Chicago,2024.0,6.0,333.0,1.0,50.0,53.7,1.56,68.0
chicago-2024,Branden Grace,Southern Guards GC,Chicago,2024.0,10.0,315.9,0.0,57.14,57.41,1.56,65.22
chicago-2024,Brendan Steele,HyFlyers GC,Chicago,2024.0,9.0,339.0,0.0,69.05,61.11,1.61,52.38
chicago-2024,Brooks Koepka,Smash GC,Chicago,2024.0,15.0,349.6,0.0,42.86,68.52,1.54,52.94
chicago-2024,Bryson DeChambeau,Crushers GC,Chicago,2024.0,12.0,353.5,0.0,38.1,66.67,1.48,66.67
chicago-2024,Bubba Watson,RangeGoats GC,Chicago,2024.0,8.0,329.8,0.0,52.38,50.0,1.5,62.96
chicago-2024,Caleb Surratt,Legion XIII,Chicago,2024.0,3.0,333.0,0.0,47.62,40.74,1.56,59.38
chicago-2024,Cameron Smith,Ripper GC,Chicago,2024.0,7.0,334.2,0.0,38.1,57.41,1.65,39.13
chicago-2024,Cameron Tringale,HyFlyers GC,Chicago,2024.0,9.0,321.3,0.0,61.91,61.11,1.56,61.91
chicago-2024,Carlos Ortiz,Torque GC,Chicago,2024.0,12.0,341.5,0.0,59.52,59.26,1.54,54.55
chicago-2024,Charl Schwartzel,Southern Guards GC,Chicago,2024.0,8.0,332.8,0.0,47.62,59.26,1.61,63.64
chicago-2024,Charles Howell III,Crushers GC,Chicago,2024.0,9.0,322.2,0.0,50.0,53.7,1.54,56.0
chicago-2024,Danny Lee,Korean Golf Club,Chicago,2024.0,11.0,320.5,0.0,54.76,64.82,1.54,52.63
chicago-2024,David Puig,Fireballs GC,Chicago,2024.0,13.0,342.2,0.0,50.0,53.7,1.41,52.0
chicago-2024,Dean Burmester,Southern Guards GC,Chicago,2024.0,6.0,346.4,0.0,47.62,55.56,1.56,62.5
chicago-2024,Dustin Johnson,,Chicago,2024.0,9.0,344.5,0.0,59.52,62.96,1.61,60.0
chicago-2024,Eugenio Chacarra,Fireballs GC,Chicago,2024.0,5.0,338.4,0.0,59.52,61.11,1.65,66.67
chicago-2024,Graeme McDowell,Smash GC,Chicago,2024.0,11.0,321.2,0.0,66.67,64.82,1.61,57.9
chicago-2024,Harold Varner III,,Chicago,2024.0,11.0,342.3,0.0,59.52,70.37,1.63,68.75
chicago-2024,Henrik Stenson,Majesticks Golf Club,Chicago,2024.0,11.0,327.5,0.0,71.43,64.82,1.57,73.68
chicago-2024,Hudson Swafford,,Chicago,2024.0,8.0,323.8,0.0,38.1,51.85,1.52,46.15
chicago-2024,Ian Poulter,Majesticks Golf Club,Chicago,2024.0,14.0,317.1,0.0,52.38,53.7,1.33,68.0
chicago-2024,Jason Kokrak,Smash GC,Chicago,2024.0,5.0,334.1,0.0,54.76,53.7,1.61,68.0
chicago-2024,Jinichiro Kozuma,Korean Golf Club,Chicago,2024.0,12.0,325.7,1.0,52.38,64.82,1.5,57.9
chicago-2024,Joaquin Niemann,Torque GC,Chicago,2024.0,14.0,356.4,0.0,54.76,70.37,1.56,75.0
chicago-2024,Jon Rahm,Legion XIII,Chicago,2024.0,12.0,356.0,0.0,73.81,72.22,1.54,93.33
chicago-2024,Kalle Samooja,Cleeks Golf Club,Chicago,2024.0,13.0,315.8,0.0,35.71,57.41,1.48,60.87
chicago-2024,Kevin Na,Korean Golf Club,Chicago,2024.0,8.0,313.8,0.0,59.52,57.41,1.54,65.22
chicago-2024,Kieran Vincent,Legion XIII,Chicago,2024.0,11.0,337.4,1.0,50.0,61.11,1.52,52.38
chicago-2024,Lee Westwood,Majesticks Golf Club,Chicago,2024.0,5.0,332.0,1.0,52.38,64.82,1.69,47.37
chicago-2024,Louis Oosthuizen,Southern Guards GC,Chicago,2024.0,9.0,328.8,0.0,61.91,62.96,1.59,60.0
chicago-2024,Lucas Herbert,Ripper GC,Chicago,2024.0,13.0,339.2,0.0,57.14,57.41,1.43,69.57
chicago-2024,Marc Leishman,Ripper GC,Chicago,2024.0,9.0,329.0,0.0,57.14,59.26,1.63,59.09
chicago-2024,Martin Kaymer,Cleeks Golf Club,Chicago,2024.0,9.0,309.5,0.0,47.62,57.41,1.57,60.87
chicago-2024,Matt Jones,Ripper GC,Chicago,2024.0,12.0,317.6,0.0,54.76,55.56,1.54,66.67
chicago-2024,Matthew Wolff,RangeGoats GC,Chicago,2024.0,8.0,357.4,1.0,42.86,57.41,1.61,56.52
chicago-2024,Mito Pereira,Torque GC,Chicago,2024.0,15.0,328.0,0.0,42.86,57.41,1.35,47.83
chicago-2024,Pat Perez,,Chicago,2024.0,8.0,310.2,0.0,57.14,46.3,1.5,62.07
chicago-2024,Patrick Reed,,Chicago,2024.0,12.0,330.8,0.0,59.52,64.82,1.65,52.63
chicago-2024,Paul Casey,Crushers GC,Chicago,2024.0,9.0,336.6,0.0,73.81,59.26,1.5,77.27
chicago-2024,Peter Uihlein,RangeGoats GC,Chicago,2024.0,12.0,341.5,0.0,30.95,48.15,1.37,67.86
chicago-2024,Phil Mickelson,HyFlyers GC,Chicago,2024.0,12.0,319.6,0.0,59.52,66.67,1.63,50.0
chicago-2024,Richard Bland,Cleeks Golf Club,Chicago,2024.0,10.0,330.9,0.0,76.19,59.26,1.48,63.64
chicago-2024,Sam Horsfield,Majesticks Golf Club,Chicago,2024.0,7.0,320.9,0.0,64.29,62.96,1.65,60.0
chicago-2024,Scott Vincent,Korean Golf Club,Chicago,2024.0,8.0,322.6,0.0,50.0,57.41,1.52,65.22
chicago-2024,Sebastian,Torque GC,Chicago,2024.0,10.0,311.4,0.0,54.76,64.82,1.52,57.9
chicago-2024,Sergio Garcia,Fireballs GC,Chicago,2024.0,11.0,323.9,0.0,64.29,72.22,1.56,86.67
chicago-2024,Talor Gooch,Smash GC,Chicago,2024.0,13.0,321.5,0.0,57.14,62.96,1.54,60.0
chicago-2024,Thomas Pieters,RangeGoats GC,Chicago,2024.0,6.0,341.3,1.0,54.76,61.11,1.56,90.48
chicago-2024,Tyrrell Hatton,Legion XIII,Chicago,2024.0,14.0,340.7,1.0,45.24,64.82,1.48,63.16
chicago-2025,Abraham Ancer,Fireballs GC,Chicago,2025.0,11.0,314.0,0.0,69.05,66.67,1.63,55.56
chicago-2025,Adrian Meronk,Cleeks Golf Club,Chicago,2025.0,9.0,340.5,0.0,52.38,62.96,1.65,45.0
chicago-2025,Andy Ogletree,HyFlyers GC,Chicago,2025.0,8.0,308.3,0.0,47.62,53.7,1.5,68.0
chicago-2025,Anirban Lahiri,Crushers GC,Chicago,2025.0,12.0,308.4,0.0,64.29,51.85,1.48,65.39
chicago-2025,Anthony Kim,,Chicago,2025.0,12.0,270.3,0.0,45.24,53.7,1.46,52.0
chicago-2025,Ben Campbell,RangeGoats GC,Chicago,2025.0,9.0,297.2,0.0,57.14,55.56,1.61,62.5
chicago-2025,Branden Grace,Southern Guards GC,Chicago,2025.0,13.0,323.4,0.0,57.14,68.52,1.57,82.35
chicago-2025,Brendan Steele,HyFlyers GC,Chicago,2025.0,5.0,314.2,0.0,61.91,48.15,1.54,67.86
chicago-2025,Brooks Koepka,Smash GC,Chicago,2025.0,9.0,315.3,0.0,66.67,57.41,1.59,73.91
chicago-2025,Bryson DeChambeau,Crushers GC,Chicago,2025.0,12.0,324.0,0.0,45.24,51.85,1.43,76.92
chicago-2025,Bubba Watson,RangeGoats GC,Chicago,2025.0,12.0,319.6,0.0,57.14,70.37,1.67,56.25
chicago-2025,Caleb Surratt,Legion XIII,Chicago,2025.0,13.0,341.6,0.0,47.62,64.82,1.63,42.11
chicago-2025,Cameron Smith,Ripper GC,Chicago,2025.0,6.0,325.4,0.0,54.76,55.56,1.56,75.0
chicago-2025,Cameron Tringale,HyFlyers GC,Chicago,2025.0,7.0,320.3,1.0,57.14,66.67,1.65,66.67
chicago-2025,Carlos Ortiz,Torque GC,Chicago,2025.0,14.0,321.2,0.0,45.24,68.52,1.48,76.47
chicago-2025,Charl Schwartzel,Southern Guards GC,Chicago,2025.0,15.0,308.5,0.0,57.14,57.41,1.44,60.87
chicago-2025,Charles Howell III,Crushers GC,Chicago,2025.0,7.0,317.9,0.0,73.81,53.7,1.56,68.0
chicago-2025,Chieh-Po Lee,,Chicago,2025.0,12.0,313.1,0.0,66.67,61.11,1.57,61.91
chicago-2025,Danny Lee,Korean Golf Club,Chicago,2025.0,6.0,314.8,1.0,59.52,44.44,1.48,63.33
chicago-2025,David Puig,Fireballs GC,Chicago,2025.0,13.0,334.8,0.0,33.33,62.96,1.56,55.0
chicago-2025,Dean Burmester,Southern Guards GC,Chicago,2025.0,12.0,349.6,2.0,33.33,70.37,1.56,68.75
chicago-2025,Dustin Johnson,,Chicago,2025.0,9.0,326.6,0.0,50.0,51.85,1.46,69.23
chicago-2025,Frederik Kjettrup,Cleeks Golf Club,Chicago,2025.0,3.0,290.7,0.0,30.95,51.85,1.74,38.46
chicago-2025,Graeme McDowell,Smash GC,Chicago,2025.0,3.0,307.4,0.0,40.48,55.56,1.67,62.5
chicago-2025,Harold Varner III,,Chicago,2025.0,14.0,324.8,0.0,42.86,55.56,1.33,79.17
chicago-2025,Henrik Stenson,Majesticks Golf Club,Chicago,2025.0,6.0,275.2,0.0,69.05,68.52,1.7,76.47
chicago-2025,Ian Poulter,Majesticks Golf Club,Chicago,2025.0,9.0,309.3,0.0,52.38,51.85,1.54,61.54
chicago-2025,Jason Kokrak,Smash GC,Chicago,2025.0,11.0,324.1,0.0,54.76,66.67,1.67,55.56
chicago-2025,Jinichiro Kozuma,Korean Golf Club,Chicago,2025.0,8.0,311.7,0.0,59.52,53.7,1.54,64.0
chicago-2025,Joaquin Niemann,Torque GC,Chicago,2025.0,12.0,342.0,0.0,47.62,64.82,1.59,63.16
chicago-2025,Jon Rahm,Legion XIII,Chicago,2025.0,14.0,322.6,1.0,57.14,74.07,1.59,64.29
chicago-2025,Josele Ballester,Fireballs GC,Chicago,2025.0,14.0,337.3,1.0,59.52,66.67,1.56,
chicago-2025,Kevin Na,Korean Golf Club,Chicago,2025.0,10.0,295.2,0.0,64.29,62.96,1.65,40.0
chicago-2025,Lee Westwood,Majesticks Golf Club,Chicago,2025.0,10.0,317.2,0.0,66.67,57.41,1.56,56.52
chicago-2025,Louis Oosthuizen,Southern Guards GC,Chicago,2025.0,11.0,323.2,0.0,80.95,57.41,1.57,56.52
chicago-2025,Lucas Herbert,Ripper GC,Chicago,2025.0,9.0,340.8,0.0,40.48,53.7,1.48,72.0
chicago-2025,Marc Leishman,Ripper GC,Chicago,2025.0,9.0,321.8,0.0,64.29,70.37,1.65,68.75
chicago-2025,Martin Kaymer,Cleeks Golf Club,Chicago,2025.0,11.0,289.2,0.0,42.86,57.41,1.54,52.17
chicago-2025,Matt Jones,Ripper GC,Chicago,2025.0,6.0,313.6,0.0,50.0,50.0,1.56,62.96
chicago-2025,Matthew Wolff,RangeGoats GC,Chicago,2025.0,9.0,330.7,0.0,38.1,62.96,1.57,60.0
chicago-2025,Mito Pereira,Torque GC,Chicago,2025.0,12.0,324.0,0.0,50.0,64.82,1.56,63.16
chicago-2025,Patrick Reed,,Chicago,2025.0,10.0,328.2,0.0,59.52,70.37,1.65,56.25
chicago-2025,Paul Casey,Crushers GC,Chicago,2025.0,10.0,313.1,0.0,64.29,66.67,1.48,88.89
chicago-2025,Peter Uihlein,RangeGoats GC,Chicago,2025.0,8.0,343.3,1.0,30.95,55.56,1.48,75.0
chicago-2025,Phil Mickelson,HyFlyers GC,Chicago,2025.0,12.0,311.0,0.0,50.0,64.82,1.61,47.37
chicago-2025,Richard Bland,Cleeks Golf Club,Chicago,2025.0,10.0,307.7,0.0,59.52,59.26,1.48,81.82
chicago-2025,Sam Horsfield,Majesticks Golf Club,Chicago,2025.0,9.0,327.6,0.0,47.62,50.0,1.52,59.26
chicago-2025,Sebastian,Torque GC,Chicago,2025.0,13.0,317.5,0.0,69.05,62.96,1.48,65.0
chicago-2025,Sergio Garcia,Fireballs GC,Chicago,2025.0,14.0,327.0,0.0,61.91,64.82,1.54,42.11
chicago-2025,Talor Gooch,Smash GC,Chicago,2025.0,10.0,323.6,0.0,61.91,59.26,1.48,77.27
chicago-2025,Thomas Pieters,,Chicago,2025.0,14.0,320.2,0.0,54.76,66.67,1.54,66.67
chicago-2025,Tom McKibbin,Legion XIII,Chicago,2025.0,11.0,326.6,0.0,54.76,62.96,1.57,60.0
chicago-2025,Tyrrell Hatton,Legion XIII,Chicago,2025.0,12.0,319.2,0.0,61.91,59.26,1.57,63.64
chicago-2025,Yubin Jang,Korean Golf Club,Chicago,2025.0,7.0,338.6,0.0,61.91,64.82,1.65,68.42
dallas-2025,Abraham Ancer,Fireballs GC,Dallas,2025.0,16.0,319.4,0.0,59.52,72.22,1.65,20.0
dallas-2025,Adrian Meronk,Cleeks Golf Club,Dallas,2025.0,12.0,336.7,0.0,47.62,55.56,1.52,50.0
dallas-2025,Andy Ogletree,HyFlyers GC,Dallas,2025.0,7.0,306.9,0.0,64.29,64.82,1.74,42.11
dallas-2025,Anirban Lahiri,Crushers GC,Dallas,2025.0,15.0,320.1,0.0,61.91,68.52,1.57,41.18
dallas-2025,Anthony Kim,,Dallas,2025.0,12.0,296.9,0.0,52.38,59.26,1.57,45.46
dallas-2025,Ben Campbell,RangeGoats GC,Dallas,2025.0,10.0,308.5,0.0,57.14,64.82,1.57,57.9
dallas-2025,Branden Grace,Southern Guards GC,Dallas,2025.0,7.0,327.5,0.0,52.38,61.11,1.63,57.14
dallas-2025,Brendan Steele,HyFlyers GC,Dallas,2025.0,11.0,318.9,0.0,57.14,61.11,1.57,57.14
dallas-2025,Bryson DeChambeau,Crushers GC,Dallas,2025.0,12.0,325.1,0.0,71.43,64.82,1.57,57.9
dallas-2025,Bubba Watson,RangeGoats GC,Dallas,2025.0,8.0,324.2,2.0,59.52,64.82,1.7,52.63
dallas-2025,Caleb Surratt,Legion XIII,Dallas,2025.0,14.0,331.3,0.0,59.52,57.41,1.59,30.44
dallas-2025,Cameron Smith,Ripper GC,Dallas,2025.0,15.0,334.6,0.0,52.38,61.11,1.46,57.14
dallas-2025,Cameron Tringale,HyFlyers GC,Dallas,2025.0,11.0,308.3,0.0,78.57,68.52,1.56,70.59
dallas-2025,Carlos Ortiz,Torque GC,Dallas,2025.0,11.0,344.3,0.0,64.29,57.41,1.63,34.78
dallas-2025,Charl Schwartzel,Southern Guards GC,Dallas,2025.0,9.0,340.4,0.0,64.29,68.52,1.67,64.71
dallas-2025,Charles Howell III,Crushers GC,Dallas,2025.0,11.0,342.6,0.0,66.67,68.52,1.61,64.71
dallas-2025,Chieh-Po Lee,,Dallas,2025.0,7.0,321.9,0.0,54.76,64.82,1.63,47.37
dallas-2025,Danny Lee,Korean Golf Club,Dallas,2025.0,5.0,302.2,0.0,54.76,61.11,1.63,61.91
dallas-2025,David Puig,Fireballs GC,Dallas,2025.0,15.0,326.3,2.0,59.52,62.96,1.46,55.0
dallas-2025,Dean Burmester,Southern Guards GC,Dallas,2025.0,10.0,313.0,1.0,66.67,66.67,1.59,55.56
dallas-2025,Dustin Johnson,,Dallas,2025.0,12.0,328.3,1.0,50.0,62.96,1.59,45.0
dallas-2025,Graeme McDowell,Smash GC,Dallas,2025.0,9.0,313.6,0.0,50.0,48.15,1.56,50.0
dallas-2025,Harold Varner III,,Dallas,2025.0,13.0,342.5,1.0,66.67,64.82,1.56,68.42
dallas-2025,Henrik Stenson,Majesticks Golf Club,Dallas,2025.0,8.0,316.6,0.0,73.81,64.82,1.7,52.63
dallas-2025,Ian Poulter,Majesticks Golf Club,Dallas,2025.0,6.0,302.1,1.0,61.91,42.59,1.57,41.94
dallas-2025,Jason Kokrak,Smash GC,Dallas,2025.0,10.0,314.3,1.0,59.52,55.56,1.52,41.67
dallas-2025,Jinichiro Kozuma,Korean Golf Club,Dallas,2025.0,15.0,306.6,0.0,52.38,68.52,1.57,64.71
dallas-2025,Joaquin Niemann,Torque GC,Dallas,2025.0,13.0,337.3,0.0,57.14,64.82,1.59,47.37
dallas-2025,Jon Rahm,Legion XIII,Dallas,2025.0,8.0,349.3,1.0,52.38,70.37,1.65,62.5
dallas-2025,Josele Ballester,Fireballs GC,Dallas,2025.0,7.0,321.0,0.0,52.38,57.41,1.7,
dallas-2025,Kevin Na,Korean Golf Club,Dallas,2025.0,8.0,309.1,0.0,52.38,62.96,1.63,60.0
dallas-2025,Lee Westwood,Majesticks Golf Club,Dallas,2025.0,10.0,322.6,0.0,57.14,57.41,1.57,65.22
dallas-2025,Louis Oosthuizen,Southern Guards GC,Dallas,2025.0,15.0,313.8,0.0,66.67,59.26,1.43,63.64
dallas-2025,Lucas Herbert,Ripper GC,Dallas,2025.0,10.0,340.8,0.0,42.86,50.0,1.48,59.26
dallas-2025,Marc Leishman,Ripper GC,Dallas,2025.0,8.0,321.1,2.0,52.38,44.44,1.44,56.67
dallas-2025,Martin Kaymer,Cleeks Golf Club,Dallas,2025.0,12.0,310.0,0.0,66.67,55.56,1.48,62.5
dallas-2025,Matt Jones,Ripper GC,Dallas,2025.0,10.0,330.6,0.0,45.24,53.7,1.61,56.0
dallas-2025,Max Rottluff,Cleeks Golf Club,Dallas,2025.0,10.0,327.8,0.0,54.76,55.56,1.52,
dallas-2025,Mito Pereira,Torque GC,Dallas,2025.0,8.0,306.9,0.0,54.76,50.0,1.57,48.15
dallas-2025,Ollie Schniederjans,RangeGoats GC,Dallas,2025.0,5.0,312.3,0.0,57.14,46.3,1.57,
dallas-2025,Patrick Reed,,Dallas,2025.0,12.0,335.5,1.0,66.67,72.22,1.59,60.0
dallas-2025,Paul Casey,Crushers GC,Dallas,2025.0,15.0,315.2,0.0,80.95,74.07,1.59,50.0
dallas-2025,Peter Uihlein,RangeGoats GC,Dallas,2025.0,11.0,327.7,0.0,23.81,59.26,1.63,22.73
dallas-2025,Phil Mickelson,HyFlyers GC,Dallas,2025.0,12.0,312.0,0.0,59.52,50.0,1.54,44.44
dallas-2025,Richard Bland,Cleeks Golf Club,Dallas,2025.0,9.0,302.9,0.0,66.67,57.41,1.52,69.57
dallas-2025,Sam Horsfield,Majesticks Golf Club,Dallas,2025.0,9.0,324.9,1.0,66.67,64.82,1.56,47.37
dallas-2025,Sebastian,Torque GC,Dallas,2025.0,12.0,321.7,0.0,64.29,61.11,1.52,61.91
dallas-2025,Sergio Garcia,Fireballs GC,Dallas,2025.0,13.0,320.3,0.0,66.67,61.11,1.56,38.1
dallas-2025,Talor Gooch,Smash GC,Dallas,2025.0,9.0,306.6,1.0,64.29,57.41,1.63,34.78
dallas-2025,Thomas Pieters,,Dallas,2025.0,10.0,329.7,0.0,61.91,62.96,1.67,40.0
dallas-2025,Tom McKibbin,Legion XIII,Dallas,2025.0,9.0,342.7,1.0,71.43,66.67,1.56,77.78
dallas-2025,Tyrrell Hatton,Legion XIII,Dallas,2025.0,17.0,335.2,0.0,59.52,62.96,1.5,50.0
dallas-2025,Yubin Jang,Korean Golf Club,Dallas,2025.0,9.0,322.0,0.0,52.38,64.82,1.69,42.11
dc-2023,Abraham Ancer,Fireballs GC,DC,2023.0,9.0,307.6,0.0,66.67,53.7,1.63,48.0
dc-2023,Andy Ogletree,Crushers GC,DC,2023.0,12.0,305.2,0.0,57.14,66.67,1.54,
dc-2023,Anirban Lahiri,Crushers GC,DC,2023.0,12.0,307.1,0.0,64.29,51.85,1.54,69.23
dc-2023,Bernd Wiesberger,Cleeks Golf Club,DC,2023.0,10.0,301.5,0.0,57.14,57.41,1.52,60.87
dc-2023,Branden Grace,Southern Guards GC,DC,2023.0,14.0,307.5,0.0,59.52,68.52,1.54,82.35
dc-2023,Brendan Steele,HyFlyers GC,DC,2023.0,10.0,316.2,0.0,69.05,66.67,1.67,55.56
dc-2023,Brooks Koepka,Smash GC,DC,2023.0,11.0,294.2,0.0,66.67,66.67,1.57,66.67
dc-2023,Bryson DeChambeau,Crushers GC,DC,2023.0,11.0,327.6,1.0,42.86,59.26,1.48,77.27
dc-2023,Bubba Watson,RangeGoats GC,DC,2023.0,9.0,308.7,0.0,61.91,66.67,1.76,50.0
dc-2023,Cameron Smith,Ripper GC,DC,2023.0,12.0,312.2,1.0,52.38,64.82,1.59,68.42
dc-2023,Cameron Tringale,HyFlyers GC,DC,2023.0,10.0,291.5,2.0,52.38,68.52,1.57,58.82
dc-2023,Carlos Ortiz,Fireballs GC,DC,2023.0,12.0,304.5,1.0,38.1,62.96,1.52,55.0
dc-2023,Charl Schwartzel,Southern Guards GC,DC,2023.0,10.0,323.3,1.0,52.38,64.82,1.65,52.63
dc-2023,Charles Howell III,Crushers GC,DC,2023.0,10.0,317.8,0.0,45.24,64.82,1.65,63.16
dc-2023,Chase Koepka,Smash GC,DC,2023.0,7.0,313.6,0.0,42.86,61.11,1.65,57.14
dc-2023,Danny Lee,Korean Golf Club,DC,2023.0,10.0,307.4,0.0,50.0,64.82,1.61,57.9
dc-2023,David Puig,Torque GC,DC,2023.0,11.0,330.8,2.0,52.38,59.26,1.52,63.64
dc-2023,Dean Burmester,Southern Guards GC,DC,2023.0,12.0,331.6,1.0,50.0,75.93,1.74,53.85
dc-2023,Dustin Johnson,,DC,2023.0,16.0,316.4,0.0,59.52,70.37,1.65,31.25
dc-2023,Eugenio Chacarra,Fireballs GC,DC,2023.0,10.0,313.9,1.0,59.52,74.07,1.69,57.14
dc-2023,Graeme McDowell,Cleeks Golf Club,DC,2023.0,12.0,296.4,0.0,66.67,68.52,1.65,52.94
dc-2023,Harold Varner III,RangeGoats GC,DC,2023.0,13.0,326.4,2.0,64.29,74.07,1.57,71.43
dc-2023,Henrik Stenson,Majesticks Golf Club,DC,2023.0,14.0,311.6,1.0,76.19,74.07,1.65,71.43
dc-2023,Ian Poulter,Majesticks Golf Club,DC,2023.0,8.0,308.6,0.0,61.91,68.52,1.63,64.71
dc-2023,James Piot,HyFlyers GC,DC,2023.0,13.0,313.1,0.0,59.52,55.56,1.5,62.5
dc-2023,Jed Morgan,Ripper GC,DC,2023.0,8.0,322.9,0.0,38.1,48.15,1.56,64.29
dc-2023,Joaquin Niemann,Torque GC,DC,2023.0,12.0,325.3,0.0,54.76,66.67,1.63,38.89
dc-2023,Kevin Na,Korean Golf Club,DC,2023.0,12.0,307.5,1.0,69.05,66.67,1.54,66.67
dc-2023,Laurie Canter,Majesticks Golf Club,DC,2023.0,13.0,314.6,0.0,61.91,57.41,1.52,65.22
dc-2023,Lee Westwood,Majesticks Golf Club,DC,2023.0,10.0,330.7,0.0,54.76,68.52,1.7,35.29
dc-2023,Louis Oosthuizen,Southern Guards GC,DC,2023.0,10.0,310.8,1.0,50.0,61.11,1.46,76.19
dc-2023,Marc Leishman,Ripper GC,DC,2023.0,9.0,318.3,0.0,52.38,62.96,1.61,55.0
dc-2023,Martin Kaymer,Cleeks Golf Club,DC,2023.0,13.0,273.9,0.0,47.62,59.26,1.48,68.18
dc-2023,Matt Jones,Ripper GC,DC,2023.0,16.0,307.9,0.0,52.38,55.56,1.46,50.0
dc-2023,Mito Pereira,Torque GC,DC,2023.0,17.0,330.2,1.0,64.29,66.67,1.52,50.0
dc-2023,Pat Perez,,DC,2023.0,10.0,302.8,2.0,64.29,55.56,1.48,58.33
dc-2023,Patrick Reed,,DC,2023.0,13.0,302.5,1.0,40.48,55.56,1.63,45.83
dc-2023,Peter Uihlein,,DC,2023.0,12.0,329.6,0.0,54.76,68.52,1.65,58.82
dc-2023,Phil Mickelson,HyFlyers GC,DC,2023.0,10.0,303.4,0.0,52.38,55.56,1.72,29.17
dc-2023,Richard Bland,Cleeks Golf Club,DC,2023.0,14.0,310.5,0.0,64.29,64.82,1.61,52.63
dc-2023,Scott Vincent,Korean Golf Club,DC,2023.0,10.0,305.8,0.0,64.29,57.41,1.52,69.57
dc-2023,Sebastian,Torque GC,DC,2023.0,13.0,300.2,0.0,61.91,68.52,1.54,70.59
