event_slug,playerName,team,event_name,season,birdies_per_round,drive_distance,eagles,fairway_pct,gir_pct,putting_avg,scrambling_pct
adelaide-2023,Abraham Ancer,Fireballs GC,Adelaide,2023.0,18.0,307.8,0.0,71.43,87.04,1.69,42.86
adelaide-2023,Anirban Lahiri,Crushers GC,Adelaide,2023.0,17.0,292.9,1.0,59.52,81.48,1.57,70.0
adelaide-2023,Bernd Wiesberger,Cleeks Golf Club,Adelaide,2023.0,10.0,301.0,2.0,59.52,77.78,1.69,58.33
adelaide-2023,Branden Grace,Southern Guards GC,Adelaide,2023.0,14.0,307.2,0.0,59.52,70.37,1.69,56.25
adelaide-2023,Brendan Steele,HyFlyers GC,Adelaide,2023.0,13.0,294.8,0.0,59.52,85.19,1.74,62.5
adelaide-2023,Brooks Koepka,Smash GC,Adelaide,2023.0,17.0,290.6,0.0,78.57,79.63,1.63,63.64
adelaide-2023,Bryson DeChambeau,Crushers GC,Adelaide,2023.0,16.0,271.0,1.0,35.71,74.07,1.56,50.0
adelaide-2023,Bubba Watson,RangeGoats GC,Adelaide,2023.0,11.0,297.4,2.0,73.81,83.33,1.7,66.67
adelaide-2023,Cameron Smith,Ripper GC,Adelaide,2023.0,18.0,286.8,0.0,61.91,77.78,1.54,83.33
adelaide-2023,Cameron Tringale,HyFlyers GC,Adelaide,2023.0,17.0,281.6,0.0,71.43,79.63,1.57,81.82
adelaide-2023,Carlos Ortiz,Fireballs GC,Adelaide,2023.0,12.0,300.4,0.0,64.29,70.37,1.65,62.5
adelaide-2023,Charl Schwartzel,Southern Guards GC,Adelaide,2023.0,16.0,290.8,1.0,66.67,85.19,1.63,62.5
adelaide-2023,Charles Howell III,Crushers GC,Adelaide,2023.0,17.0,286.0,0.0,61.91,74.07,1.57,71.43
adelaide-2023,Chase Koepka,Smash GC,Adelaide,2023.0,11.0,289.4,2.0,57.14,70.37,1.59,75.0
adelaide-2023,Danny Lee,Korean Golf Club,Adelaide,2023.0,11.0,303.0,2.0,59.52,72.22,1.57,73.33
adelaide-2023,David Puig,Torque GC,Adelaide,2023.0,14.0,309.0,0.0,57.14,74.07,1.61,50.0
adelaide-2023,Dean Burmester,Southern Guards GC,Adelaide,2023.0,16.0,293.8,2.0,47.62,75.93,1.54,53.85
adelaide-2023,Dustin Johnson,,Adelaide,2023.0,20.0,323.0,0.0,73.81,75.93,1.57,61.54
adelaide-2023,Eugenio Chacarra,Fireballs GC,Adelaide,2023.0,13.0,314.8,1.0,52.38,62.96,1.67,45.0
adelaide-2023,Graeme McDowell,Cleeks Golf Club,Adelaide,2023.0,15.0,290.1,0.0,57.14,68.52,1.54,70.59
adelaide-2023,Harold Varner III,RangeGoats GC,Adelaide,2023.0,14.0,294.7,3.0,54.76,70.37,1.54,56.25
adelaide-2023,Henrik Stenson,Majesticks Golf Club,Adelaide,2023.0,18.0,287.4,0.0,80.95,75.93,1.59,61.54
adelaide-2023,Ian Poulter,Majesticks Golf Club,Adelaide,2023.0,12.0,285.4,2.0,52.38,70.37,1.59,68.75
adelaide-2023,James Piot,HyFlyers GC,Adelaide,2023.0,16.0,293.4,0.0,54.76,70.37,1.56,56.25
adelaide-2023,Jason Kokrak,Smash GC,Adelaide,2023.0,17.0,278.2,0.0,54.76,85.19,1.67,62.5
adelaide-2023,Jed Morgan,Ripper GC,Adelaide,2023.0,13.0,296.1,0.0,69.05,64.82,1.61,47.37
adelaide-2023,Joaquin Niemann,Torque GC,Adelaide,2023.0,14.0,313.6,0.0,52.38,74.07,1.67,71.43
adelaide-2023,Kevin Na,Korean Golf Club,Adelaide,2023.0,18.0,291.1,0.0,59.52,83.33,1.57,44.44
adelaide-2023,Lee Westwood,Majesticks Golf Club,Adelaide,2023.0,18.0,284.0,0.0,54.76,68.52,1.57,35.29
adelaide-2023,Louis Oosthuizen,Southern Guards GC,Adelaide,2023.0,17.0,306.0,1.0,64.29,81.48,1.61,60.0
adelaide-2023,Marc Leishman,Ripper GC,Adelaide,2023.0,14.0,283.1,2.0,69.05,74.07,1.61,57.14
adelaide-2023,Martin Kaymer,Cleeks Golf Club,Adelaide,2023.0,7.0,299.2,1.0,38.1,55.56,1.63,45.83
adelaide-2023,Matt Jones,Ripper GC,Adelaide,2023.0,9.0,293.1,0.0,61.91,64.82,1.65,73.68
adelaide-2023,Matthew Wolff,Smash GC,Adelaide,2023.0,10.0,305.0,0.0,47.62,68.52,1.72,47.06
adelaide-2023,Mito Pereira,Torque GC,Adelaide,2023.0,12.0,306.2,1.0,57.14,75.93,1.67,61.54
adelaide-2023,Pat Perez,,Adelaide,2023.0,19.0,294.8,1.0,64.29,83.33,1.59,44.44
adelaide-2023,Patrick Reed,,Adelaide,2023.0,18.0,295.3,1.0,64.29,81.48,1.57,60.0
adelaide-2023,Paul Casey,Crushers GC,Adelaide,2023.0,11.0,266.4,0.0,64.29,77.78,1.72,66.67
adelaide-2023,Peter Uihlein,,Adelaide,2023.0,16.0,334.0,2.0,47.62,75.93,1.52,61.54
adelaide-2023,Phil Mickelson,HyFlyers GC,Adelaide,2023.0,22.0,288.1,0.0,47.62,68.52,1.41,58.82
adelaide-2023,Richard Bland,Cleeks Golf Club,Adelaide,2023.0,12.0,297.8,1.0,66.67,74.07,1.63,50.0
adelaide-2023,Scott Vincent,Korean Golf Club,Adelaide,2023.0,10.0,293.0,0.0,50.0,77.78,1.74,50.0
adelaide-2023,Sebastian,Torque GC,Adelaide,2023.0,14.0,306.2,1.0,66.67,83.33,1.67,66.67
adelaide-2023,Sergio Garcia,Fireballs GC,Adelaide,2023.0,16.0,302.4,0.0,50.0,79.63,1.63,72.73
adelaide-2023,Sihwan Kim,Korean Golf Club,Adelaide,2023.0,8.0,287.8,0.0,54.76,51.85,1.67,42.31
adelaide-2023,Talor Gooch,RangeGoats GC,Adelaide,2023.0,21.0,284.5,1.0,80.95,92.59,1.63,25.0
adelaide-2023,Thomas Pieters,RangeGoats GC,Adelaide,2023.0,18.0,307.3,0.0,57.14,70.37,1.57,37.5
adelaide-2024,Abraham Ancer,Fireballs GC,Adelaide,2024.0,17.0,301.7,1.0,71.43,79.63,1.61,54.55
adelaide-2024,Adrian Meronk,Cleeks Golf Club,Adelaide,2024.0,14.0,301.5,1.0,64.29,79.63,1.65,54.55
adelaide-2024,Andy Ogletree,HyFlyers GC,Adelaide,2024.0,18.0,308.2,2.0,59.52,77.78,1.56,58.33
adelaide-2024,Anirban Lahiri,Crushers GC,Adelaide,2024.0,17.0,289.8,0.0,78.57,81.48,1.63,70.0
adelaide-2024,Branden Grace,Southern Guards GC,Adelaide,2024.0,10.0,297.5,2.0,59.52,79.63,1.74,54.55
adelaide-2024,Brendan Steele,HyFlyers GC,Adelaide,2024.0,23.0,286.9,0.0,73.81,87.04,1.59,57.14
adelaide-2024,Brooks Koepka,Smash GC,Adelaide,2024.0,16.0,293.5,0.0,69.05,88.89,1.65,83.33
adelaide-2024,Bryson DeChambeau,Crushers GC,Adelaide,2024.0,13.0,304.2,1.0,47.62,72.22,1.63,73.33
adelaide-2024,Bubba Watson,RangeGoats GC,Adelaide,2024.0,14.0,302.8,0.0,61.91,79.63,1.67,63.64
adelaide-2024,Caleb Surratt,Legion XIII,Adelaide,2024.0,16.0,307.9,0.0,54.76,74.07,1.56,71.43
adelaide-2024,Cameron Smith,Ripper GC,Adelaide,2024.0,13.0,297.2,1.0,59.52,77.78,1.57,91.67
adelaide-2024,Cameron Tringale,HyFlyers GC,Adelaide,2024.0,15.0,289.4,1.0,73.81,83.33,1.69,55.56
adelaide-2024,Carlos Ortiz,Torque GC,Adelaide,2024.0,19.0,290.2,0.0,69.05,81.48,1.61,60.0
adelaide-2024,Charl Schwartzel,Southern Guards GC,Adelaide,2024.0,17.0,293.3,0.0,59.52,74.07,1.48,92.86
adelaide-2024,Charles Howell III,Crushers GC,Adelaide,2024.0,16.0,296.7,1.0,66.67,77.78,1.65,41.67
adelaide-2024,Danny Lee,Korean Golf Club,Adelaide,2024.0,18.0,295.7,1.0,47.62,77.78,1.48,66.67
adelaide-2024,David Puig,Fireballs GC,Adelaide,2024.0,15.0,325.1,0.0,52.38,75.93,1.67,30.77
adelaide-2024,Dean Burmester,Southern Guards GC,Adelaide,2024.0,20.0,303.8,0.0,61.91,85.19,1.65,50.0
adelaide-2024,Dustin Johnson,,Adelaide,2024.0,16.0,303.4,0.0,54.76,77.78,1.67,58.33
adelaide-2024,Eugenio Chacarra,Fireballs GC,Adelaide,2024.0,17.0,294.0,0.0,50.0,75.93,1.7,38.46
adelaide-2024,Graeme McDowell,Smash GC,Adelaide,2024.0,14.0,291.0,0.0,54.76,68.52,1.59,52.94
adelaide-2024,Harold Varner III,,Adelaide,2024.0,13.0,304.7,0.0,57.14,72.22,1.69,53.33
adelaide-2024,Henrik Stenson,Majesticks Golf Club,Adelaide,2024.0,8.0,268.3,0.0,71.43,72.22,1.82,46.67
adelaide-2024,Hudson Swafford,,Adelaide,2024.0,10.0,270.1,0.0,47.62,62.96,1.67,45.0
adelaide-2024,Ian Poulter,Majesticks Golf Club,Adelaide,2024.0,6.0,272.1,0.0,52.38,64.82,1.67,57.9
adelaide-2024,Jason Kokrak,Smash GC,Adelaide,2024.0,13.0,286.5,0.0,73.81,75.93,1.7,46.15
adelaide-2024,Jinichiro Kozuma,Korean Golf Club,Adelaide,2024.0,17.0,297.8,2.0,57.14,68.52,1.48,64.71
adelaide-2024,Joaquin Niemann,Torque GC,Adelaide,2024.0,17.0,313.9,1.0,64.29,72.22,1.46,86.67
adelaide-2024,Jon Rahm,Legion XIII,Adelaide,2024.0,19.0,319.6,1.0,73.81,75.93,1.57,61.54
adelaide-2024,Kalle Samooja,Cleeks Golf Club,Adelaide,2024.0,15.0,300.0,2.0,52.38,75.93,1.7,30.77
adelaide-2024,Kevin Na,Korean Golf Club,Adelaide,2024.0,17.0,289.5,0.0,57.14,81.48,1.63,40.0
adelaide-2024,Kieran Vincent,Legion XIII,Adelaide,2024.0,10.0,300.6,2.0,52.38,70.37,1.69,31.25
adelaide-2024,Lee Westwood,Majesticks Golf Club,Adelaide,2024.0,14.0,297.7,0.0,61.91,75.93,1.63,61.54
adelaide-2024,Louis Oosthuizen,Southern Guards GC,Adelaide,2024.0,19.0,302.2,1.0,80.95,79.63,1.54,63.64
adelaide-2024,Lucas Herbert,Ripper GC,Adelaide,2024.0,19.0,322.8,1.0,38.1,74.07,1.57,50.0
adelaide-2024,Marc Leishman,Ripper GC,Adelaide,2024.0,16.0,302.1,0.0,54.76,77.78,1.52,75.0
adelaide-2024,Martin Kaymer,Cleeks Golf Club,Adelaide,2024.0,14.0,291.7,2.0,61.91,75.93,1.54,61.54
adelaide-2024,Matt Jones,Ripper GC,Adelaide,2024.0,16.0,296.4,0.0,54.76,79.63,1.56,81.82
adelaide-2024,Matthew Wolff,RangeGoats GC,Adelaide,2024.0,17.0,310.8,1.0,50.0,72.22,1.65,46.67
adelaide-2024,Mito Pereira,Torque GC,Adelaide,2024.0,17.0,296.9,1.0,50.0,75.93,1.56,76.92
adelaide-2024,Pat Perez,,Adelaide,2024.0,11.0,287.7,1.0,66.67,75.93,1.57,76.92
adelaide-2024,Patrick Reed,,Adelaide,2024.0,19.0,301.9,0.0,69.05,68.52,1.52,58.82
adelaide-2024,Paul Casey,Crushers GC,Adelaide,2024.0,13.0,281.0,1.0,59.52,79.63,1.67,63.64
adelaide-2024,Peter Uihlein,RangeGoats GC,Adelaide,2024.0,15.0,304.3,0.0,35.71,72.22,1.59,60.0
adelaide-2024,Phil Mickelson,HyFlyers GC,Adelaide,2024.0,16.0,301.6,1.0,61.91,79.63,1.69,45.46
adelaide-2024,Richard Bland,Cleeks Golf Club,Adelaide,2024.0,16.0,293.9,2.0,73.81,72.22,1.57,60.0
adelaide-2024,Sam Horsfield,Majesticks Golf Club,Adelaide,2024.0,11.0,294.5,0.0,54.76,77.78,1.69,75.0
adelaide-2024,Scott Vincent,Korean Golf Club,Adelaide,2024.0,15.0,300.1,0.0,54.76,68.52,1.67,47.06
adelaide-2024,Sebastian,Torque GC,Adelaide,2024.0,14.0,304.2,1.0,64.29,72.22,1.59,46.67
adelaide-2024,Sergio Garcia,Fireballs GC,Adelaide,2024.0,11.0,297.8,0.0,66.67,79.63,1.69,63.64
adelaide-2024,Talor Gooch,Smash GC,Adelaide,2024.0,18.0,295.6,1.0,66.67,62.96,1.5,70.0
adelaide-2024,Thomas Pieters,RangeGoats GC,Adelaide,2024.0,20.0,302.2,0.0,69.05,79.63,1.56,63.64
adelaide-2024,Tyrrell Hatton,Legion XIII,Adelaide,2024.0,16.0,305.4,0.0,54.76,74.07,1.52,78.57
adelaide-2025,Abraham Ancer,Fireballs GC,Adelaide,2025.0,16.0,302.5,0.0,73.81,77.78,1.61,50.0
adelaide-2025,Adrian Meronk,Cleeks Golf Club,Adelaide,2025.0,16.0,294.4,1.0,57.14,70.37,1.56,37.5
adelaide-2025,Andy Ogletree,HyFlyers GC,Adelaide,2025.0,12.0,291.5,0.0,57.14,57.41,1.52,52.17
adelaide-2025,Anirban Lahiri,Crushers GC,Adelaide,2025.0,16.0,278.0,0.0,69.05,66.67,1.61,61.11
adelaide-2025,Anthony Kim,,Adelaide,2025.0,8.0,277.9,0.0,42.86,55.56,1.7,41.67
adelaide-2025,Ben Campbell,RangeGoats GC,Adelaide,2025.0,13.0,274.1,2.0,54.76,62.96,1.63,40.0
adelaide-2025,Branden Grace,Southern Guards GC,Adelaide,2025.0,6.0,299.3,0.0,52.38,64.82,1.69,57.9
adelaide-2025,Brendan Steele,HyFlyers GC,Adelaide,2025.0,12.0,283.0,0.0,52.38,62.96,1.54,60.0
adelaide-2025,Brooks Koepka,Smash GC,Adelaide,2025.0,13.0,274.9,0.0,52.38,57.41,1.48,73.91
adelaide-2025,Bryson DeChambeau,Crushers GC,Adelaide,2025.0,16.0,300.8,0.0,57.14,59.26,1.52,50.0
adelaide-2025,Bubba Watson,RangeGoats GC,Adelaide,2025.0,13.0,279.9,1.0,66.67,64.82,1.65,42.11
adelaide-2025,Caleb Surratt,Legion XIII,Adelaide,2025.0,10.0,309.0,1.0,47.62,55.56,1.52,58.33
adelaide-2025,Cameron Smith,Ripper GC,Adelaide,2025.0,9.0,310.0,1.0,42.86,51.85,1.48,65.39
adelaide-2025,Cameron Tringale,HyFlyers GC,Adelaide,2025.0,16.0,283.5,0.0,61.91,68.52,1.57,41.18
adelaide-2025,Carlos Ortiz,Torque GC,Adelaide,2025.0,18.0,298.2,0.0,73.81,74.07,1.61,78.57
adelaide-2025,Charl Schwartzel,Southern Guards GC,Adelaide,2025.0,10.0,273.0,1.0,61.91,55.56,1.46,75.0
adelaide-2025,Charles Howell III,Crushers GC,Adelaide,2025.0,14.0,268.6,0.0,57.14,61.11,1.59,52.38
adelaide-2025,Chieh-Po Lee,,Adelaide,2025.0,8.0,278.4,0.0,69.05,55.56,1.61,45.83
adelaide-2025,Danny Lee,Korean Golf Club,Adelaide,2025.0,9.0,296.9,0.0,64.29,53.7,1.59,64.0
adelaide-2025,David Puig,Fireballs GC,Adelaide,2025.0,15.0,294.2,1.0,45.24,70.37,1.57,62.5
adelaide-2025,Dean Burmester,Southern Guards GC,Adelaide,2025.0,16.0,296.7,0.0,54.76,68.52,1.63,41.18
adelaide-2025,Dustin Johnson,,Adelaide,2025.0,13.0,291.7,0.0,50.0,68.52,1.7,41.18
adelaide-2025,Frederik Kjettrup,Cleeks Golf Club,Adelaide,2025.0,2.0,266.2,0.0,52.38,62.96,1.8,45.0
adelaide-2025,Graeme McDowell,Smash GC,Adelaide,2025.0,9.0,277.5,0.0,59.52,66.67,1.65,50.0
adelaide-2025,Harold Varner III,,Adelaide,2025.0,13.0,270.6,0.0,52.38,66.67,1.56,66.67
adelaide-2025,Henrik Stenson,Majesticks Golf Club,Adelaide,2025.0,12.0,278.6,0.0,76.19,72.22,1.67,53.33
adelaide-2025,Ian Poulter,Majesticks Golf Club,Adelaide,2025.0,9.0,269.9,1.0,61.91,57.41,1.54,56.52
adelaide-2025,Jason Kokrak,Smash GC,Adelaide,2025.0,4.0,279.2,0.0,61.91,61.11,1.67,57.14
adelaide-2025,Joaquin Niemann,Torque GC,Adelaide,2025.0,18.0,299.7,0.0,61.91,74.07,1.52,71.43
adelaide-2025,Jon Rahm,Legion XIII,Adelaide,2025.0,14.0,292.5,0.0,52.38,64.82,1.54,68.42
adelaide-2025,Kevin Na,Korean Golf Club,Adelaide,2025.0,12.0,294.7,0.0,73.81,61.11,1.54,66.67
adelaide-2025,Lee Westwood,Majesticks Golf Club,Adelaide,2025.0,14.0,281.8,0.0,45.24,59.26,1.56,40.91
adelaide-2025,Louis Oosthuizen,Southern Guards GC,Adelaide,2025.0,6.0,267.9,0.0,64.29,62.96,1.61,60.0
adelaide-2025,Lucas Herbert,Ripper GC,Adelaide,2025.0,14.0,326.6,0.0,57.14,68.52,1.7,35.29
adelaide-2025,Luis Masaveu,Fireballs GC,Adelaide,2025.0,8.0,286.9,0.0,47.62,64.82,1.63,52.63
adelaide-2025,Marc Leishman,Ripper GC,Adelaide,2025.0,11.0,286.0,0.0,45.24,61.11,1.56,61.91
adelaide-2025,Martin Kaymer,Cleeks Golf Club,Adelaide,2025.0,5.0,283.1,0.0,66.67,57.41,1.7,56.52
adelaide-2025,Matt Jones,Ripper GC,Adelaide,2025.0,8.0,285.1,0.0,38.1,55.56,1.59,62.5
adelaide-2025,Matthew Wolff,RangeGoats GC,Adelaide,2025.0,6.0,291.4,0.0,42.86,42.59,1.63,54.84
adelaide-2025,Mito Pereira,Torque GC,Adelaide,2025.0,9.0,276.2,0.0,42.86,50.0,1.5,55.56
adelaide-2025,Patrick Reed,,Adelaide,2025.0,5.0,289.5,1.0,54.76,61.11,1.63,61.91
adelaide-2025,Paul Casey,Crushers GC,Adelaide,2025.0,11.0,264.5,0.0,64.29,57.41,1.54,56.52
adelaide-2025,Peter Uihlein,RangeGoats GC,Adelaide,2025.0,12.0,323.0,0.0,40.48,57.41,1.52,60.87
adelaide-2025,Phil Mickelson,HyFlyers GC,Adelaide,2025.0,10.0,273.3,0.0,69.05,62.96,1.61,65.0
adelaide-2025,Richard Bland,Cleeks Golf Club,Adelaide,2025.0,14.0,288.9,0.0,71.43,61.11,1.46,76.19
adelaide-2025,Sam Horsfield,Majesticks Golf Club,Adelaide,2025.0,14.0,283.7,0.0,57.14,68.52,1.56,52.94
adelaide-2025,Sebastian,Torque GC,Adelaide,2025.0,8.0,271.6,0.0,66.67,62.96,1.65,50.0
adelaide-2025,Sergio Garcia,Fireballs GC,Adelaide,2025.0,12.0,295.9,0.0,69.05,61.11,1.57,71.43
adelaide-2025,Talor Gooch,Smash GC,Adelaide,2025.0,6.0,276.5,0.0,66.67,61.11,1.72,57.14
adelaide-2025,Thomas Pieters,,Adelaide,2025.0,12.0,298.9,0.0,54.76,74.07,1.69,57.14
adelaide-2025,Tom McKibbin,Legion XIII,Adelaide,2025.0,10.0,312.4,2.0,61.91,57.41,1.46,65.22
adelaide-2025,Tyrrell Hatton,Legion XIII,Adelaide,2025.0,10.0,283.3,0.0,54.76,64.82,1.57,68.42
adelaide-2025,Wade Ormsby,Korean Golf Club,Adelaide,2025.0,6.0,284.2,0.0,61.91,70.37,1.87,
adelaide-2025,Yubin Jang,Korean Golf Club,Adelaide,2025.0,12.0,290.2,0.0,52.38,68.52,1.67,58.82
adelaide-2026,Abraham Ancer,Torque GC,Adelaide,2026.0,23.0,279.2,0.0,64.29,63.89,1.46,65.39
adelaide-2026,Adrian Meronk,Cleeks Golf Club,Adelaide,2026.0,15.0,264.5,1.0,53.57,73.61,1.71,57.9
adelaide-2026,Anirban Lahiri,Crushers GC,Adelaide,2026.0,17.0,277.9,0.0,66.07,62.5,1.58,62.96
adelaide-2026,Anthony Kim,,Adelaide,2026.0,24.0,283.4,1.0,57.14,83.33,1.57,75.0
adelaide-2026,Ben Campbell,RangeGoats GC,Adelaide,2026.0,21.0,256.9,1.0,78.57,70.83,1.47,66.67
adelaide-2026,Ben Schmidt,Majesticks Golf Club,Adelaide,2026.0,18.0,286.6,1.0,50.0,68.06,1.64,47.83
adelaide-2026,Branden Grace,Southern Guards GC,Adelaide,2026.0,19.0,277.6,1.0,69.64,75.0,1.6,72.22
adelaide-2026,Brendan Steele,HyFlyers GC,Adelaide,2026.0,18.0,301.6,1.0,57.14,72.22,1.63,70.0
adelaide-2026,Bryson DeChambeau,Crushers GC,Adelaide,2026.0,23.0,299.5,1.0,55.36,72.22,1.5,65.0
adelaide-2026,Bubba Watson,RangeGoats GC,Adelaide,2026.0,13.0,273.2,0.0,58.93,70.83,1.61,71.43
adelaide-2026,Byeong Hun An,Korean Golf Club,Adelaide,2026.0,20.0,304.0,0.0,57.14,70.83,1.6,66.67
adelaide-2026,Caleb Surratt,Legion XIII,Adelaide,2026.0,24.0,296.0,0.0,53.57,66.67,1.57,58.33
adelaide-2026,Cameron Smith,Ripper GC,Adelaide,2026.0,23.0,282.3,0.0,58.93,58.33,1.38,76.67
adelaide-2026,Cameron Tringale,HyFlyers GC,Adelaide,2026.0,13.0,269.6,1.0,62.5,68.06,1.69,39.13
adelaide-2026,Carlos Ortiz,Torque GC,Adelaide,2026.0,10.0,292.0,3.0,62.5,76.39,1.69,70.59
adelaide-2026,Charl Schwartzel,Southern Guards GC,Adelaide,2026.0,20.0,276.5,1.0,58.93,77.78,1.58,68.75
adelaide-2026,Charles Howell III,Crushers GC,Adelaide,2026.0,16.0,276.6,0.0,51.79,75.0,1.6,72.22
adelaide-2026,Danny Lee,Korean Golf Club,Adelaide,2026.0,22.0,277.9,0.0,42.86,69.44,1.58,54.55
adelaide-2026,David Puig,Fireballs GC,Adelaide,2026.0,15.0,304.5,0.0,58.93,59.72,1.56,58.62
adelaide-2026,Dean Burmester,Southern Guards GC,Adelaide,2026.0,23.0,274.7,1.0,55.36,73.61,1.58,63.16
adelaide-2026,Dustin Johnson,,Adelaide,2026.0,19.0,285.9,3.0,55.36,73.61,1.56,52.63
adelaide-2026,Elvis Smylie,Ripper GC,Adelaide,2026.0,22.0,282.6,0.0,53.57,73.61,1.65,47.37
adelaide-2026,Graeme McDowell,Smash GC,Adelaide,2026.0,21.0,262.2,0.0,57.14,75.0,1.6,61.11
adelaide-2026,Harold Varner III,Smash GC,Adelaide,2026.0,14.0,281.7,1.0,46.43,73.61,1.72,57.9
adelaide-2026,Hellgren,,Adelaide,2026.0,12.0,287.0,0.0,60.71,63.89,1.65,61.54
adelaide-2026,Ian Poulter,Majesticks Golf Club,Adelaide,2026.0,18.0,273.6,0.0,51.79,69.44,1.57,68.18
adelaide-2026,Jason Kokrak,Smash GC,Adelaide,2026.0,23.0,257.9,1.0,53.57,66.67,1.5,50.0
adelaide-2026,Joaquin Niemann,Torque GC,Adelaide,2026.0,20.0,311.6,2.0,64.29,68.06,1.51,65.22
adelaide-2026,John Catlin,Cleeks Golf Club,Adelaide,2026.0,15.0,290.1,1.0,62.5,58.33,1.61,60.0
adelaide-2026,Jon Rahm,Legion XIII,Adelaide,2026.0,21.0,299.3,2.0,57.14,73.61,1.51,73.68
adelaide-2026,Josele Ballester,Fireballs GC,Adelaide,2026.0,20.0,323.1,0.0,50.0,68.06,1.54,52.17
adelaide-2026,Laurie Canter,Majesticks Golf Club,Adelaide,2026.0,15.0,287.4,0.0,71.43,61.11,1.64,53.57
adelaide-2026,Louis Oosthuizen,Southern Guards GC,Adelaide,2026.0,18.0,271.7,0.0,64.29,65.28,1.57,56.0
adelaide-2026,Lucas Herbert,Ripper GC,Adelaide,2026.0,25.0,310.1,1.0,44.64,69.44,1.47,54.55
adelaide-2026,Luis Masaveu,Fireballs GC,Adelaide,2026.0,19.0,281.6,0.0,51.79,62.5,1.53,59.26
adelaide-2026,Marc Leishman,Ripper GC,Adelaide,2026.0,21.0,307.6,0.0,57.14,68.06,1.51,73.91
adelaide-2026,Matthew Wolff,RangeGoats GC,Adelaide,2026.0,22.0,274.4,0.0,46.43,77.78,1.63,56.25
adelaide-2026,Michael La Sasso,HyFlyers GC,Adelaide,2026.0,19.0,290.9,0.0,44.64,72.22,1.63,60.0
adelaide-2026,Miguel Tabuena,,Adelaide,2026.0,17.0,274.3,1.0,66.07,63.89,1.56,53.85
adelaide-2026,Minkyu Kim,Korean Golf Club,Adelaide,2026.0,23.0,285.3,1.0,55.36,56.94,1.42,45.16
adelaide-2026,Paul Casey,Crushers GC,Adelaide,2026.0,16.0,281.4,0.0,53.57,66.67,1.67,50.0
adelaide-2026,Peter Uihlein,RangeGoats GC,Adelaide,2026.0,20.0,293.7,1.0,50.0,75.0,1.57,72.22
adelaide-2026,Richard Bland,Cleeks Golf Club,Adelaide,2026.0,21.0,286.8,0.0,48.21,76.39,1.57,58.82
adelaide-2026,Richard T. Lee,,Adelaide,2026.0,16.0,296.5,0.0,58.93,70.83,1.63,57.14
adelaide-2026,Sam Horsfield,Majesticks Golf Club,Adelaide,2026.0,11.0,278.7,0.0,39.29,68.06,1.69,52.17
adelaide-2026,Scott Vincent,,Adelaide,2026.0,19.0,276.9,0.0,62.5,65.28,1.54,64.0
adelaide-2026,Sebastian,Torque GC,Adelaide,2026.0,20.0,269.2,1.0,69.64,77.78,1.63,56.25
adelaide-2026,Sergio Garcia,Fireballs GC,Adelaide,2026.0,13.0,295.5,1.0,66.07,75.0,1.72,44.44
adelaide-2026,Talor Gooch,Smash GC,Adelaide,2026.0,21.0,276.0,0.0,58.93,70.83,1.57,71.43
adelaide-2026,Thomas Detry,,Adelaide,2026.0,19.0,281.6,1.0,42.86,65.28,1.54,56.0
adelaide-2026,Thomas Pieters,,Adelaide,2026.0,19.0,305.1,0.0,58.93,63.89,1.51,65.39
adelaide-2026,Tom McKibbin,Legion XIII,Adelaide,2026.0,13.0,280.6,1.0,62.5,70.83,1.67,57.14
adelaide-2026,Tyrrell Hatton,Legion XIII,Adelaide,2026.0,23.0,275.1,2.0,53.57,73.61,1.56,68.42
adelaide-2026,Victor Perez,Cleeks Golf Club,Adelaide,2026.0,19.0,307.1,1.0,64.29,70.83,1.6,47.62
adelaide-2026,Wade Ormsby,HyFlyers GC,Adelaide,2026.0,16.0,283.8,0.0,76.79,65.28,1.57,64.0
adelaide-2026,Yosuke Asaji,,Adelaide,2026.0,19.0,276.5,0.0,58.93,56.94,1.39,74.19
adelaide-2026,Younghan Song,Korean Golf Club,Adelaide,2026.0,16.0,284.5,1.0,62.5,69.44,1.69,50.0
andalucia-2024,Abraham Ancer,Fireballs GC,Andalucía,2024.0,7.0,303.7,0.0,64.29,51.85,1.56,61.54
andalucia-2024,Adrian Meronk,Cleeks Golf Club,Andalucía,2024.0,8.0,317.1,0.0,45.24,50.0,1.57,48.15
andalucia-2024,Andy Ogletree,HyFlyers GC,Andalucía,2024.0,7.0,307.9,0.0,42.86,48.15,1.56,53.57
andalucia-2024,Anirban Lahiri,Crushers GC,Andalucía,2024.0,14.0,297.6,0.0,64.29,55.56,1.43,66.67
andalucia-2024,Anthony Kim,,Andalucía,2024.0,6.0,291.2,0.0,42.86,40.74,1.48,50.0
andalucia-2024,Branden Grace,Southern Guards GC,Andalucía,2024.0,5.0,293.9,0.0,47.62,51.85,1.61,65.39
andalucia-2024,Brendan Steele,HyFlyers GC,Andalucía,2024.0,7.0,327.3,0.0,64.29,53.7,1.61,68.0
andalucia-2024,Brooks Koepka,Smash GC,Andalucía,2024.0,5.0,323.7,1.0,38.1,48.15,1.56,57.14
andalucia-2024,Bryson DeChambeau,Crushers GC,Andalucía,2024.0,9.0,320.5,1.0,50.0,50.0,1.43,66.67
andalucia-2024,Bubba Watson,RangeGoats GC,Andalucía,2024.0,8.0,326.3,0.0,45.24,38.89,1.48,45.46
