event_slug,playerName,event_name,year,team,position,R1,R2,R3,total_to_par,scraped_at
jeddah-2023,Bubba Watson,Jeddah 2023,2023,RangeGoats GC,42,1.0,-2.0,1.0,0.0,2026-03-04T18:33:43.585051
jeddah-2023,Cameron Smith,Jeddah 2023,2023,Ripper GC,25,0.0,-2.0,-4.0,-6.0,2026-03-04T18:33:43.584728
jeddah-2023,Cameron Tringale,Jeddah 2023,2023,HyFlyers GC,9,-1.0,-5.0,-4.0,-10.0,2026-03-04T18:33:43.584405
jeddah-2023,Carlos Ortiz,Jeddah 2023,2023,Fireballs GC,18,-2.0,1.0,-6.0,-7.0,2026-03-04T18:33:43.584598
jeddah-2023,Charl Schwartzel,Jeddah 2023,2023,Southern Guards GC,20,0.0,-3.0,-4.0,-7.0,2026-03-04T18:33:43.584638
jeddah-2023,Charles Howell III,Jeddah 2023,2023,Crushers GC,8,-3.0,-6.0,-2.0,-11.0,2026-03-04T18:33:43.584386
jeddah-2023,Chase Koepka,Jeddah 2023,2023,Smash GC,48,3.0,-1.0,4.0,6.0,2026-03-04T18:33:43.585169
jeddah-2023,Danny Lee,Jeddah 2023,2023,Korean Golf Club,34,-1.0,-3.0,-1.0,-5.0,2026-03-04T18:33:43.584897
jeddah-2023,David Puig,Jeddah 2023,2023,Torque GC,26,1.0,-3.0,-4.0,-6.0,2026-03-04T18:33:43.584746
jeddah-2023,Dean Burmester,Jeddah 2023,2023,Southern Guards GC,21,1.0,-5.0,-3.0,-7.0,2026-03-04T18:33:43.584656
jeddah-2023,Dustin Johnson,Jeddah 2023,2023,4Aces GC,6,-4.0,-2.0,-5.0,-11.0,2026-03-04T18:33:43.584348
jeddah-2023,Eugenio Chacarra,Jeddah 2023,2023,Fireballs GC,15,-1.0,-4.0,-3.0,-8.0,2026-03-04T18:33:43.584538
jeddah-2023,Graeme McDowell,Jeddah 2023,2023,Cleeks Golf Club,29,3.0,-1.0,-7.0,-5.0,2026-03-04T18:33:43.584799
jeddah-2023,Harold Varner III,Jeddah 2023,2023,RangeGoats GC,3,-4.0,-3.0,-5.0,-12.0,2026-03-04T18:33:43.584287
jeddah-2023,Henrik Stenson,Jeddah 2023,2023,Majesticks Golf Club,36,-1.0,1.0,-4.0,-4.0,2026-03-04T18:33:43.584935
jeddah-2023,Ian Poulter,Jeddah 2023,2023,Majesticks Golf Club,39,2.0,-2.0,-2.0,-2.0,2026-03-04T18:33:43.584991
jeddah-2023,James Piot,Jeddah 2023,2023,HyFlyers GC,46,1.0,-1.0,3.0,3.0,2026-03-04T18:33:43.585130
jeddah-2023,Jason Kokrak,Jeddah 2023,2023,Smash GC,22,0.0,-5.0,-2.0,-7.0,2026-03-04T18:33:43.584674
jeddah-2023,Jed Morgan,Jeddah 2023,2023,Ripper GC,47,1.0,-2.0,6.0,5.0,2026-03-04T18:33:43.585149
jeddah-2023,Joaquin Niemann,Jeddah 2023,2023,Torque GC,10,-2.0,-5.0,-3.0,-10.0,2026-03-04T18:33:43.584426
jeddah-2023,Kevin Na,Jeddah 2023,2023,Korean Golf Club,35,0.0,3.0,-7.0,-4.0,2026-03-04T18:33:43.584916
jeddah-2023,Lee Westwood,Jeddah 2023,2023,Majesticks Golf Club,17,0.0,0.0,-7.0,-7.0,2026-03-04T18:33:43.584579
jeddah-2023,Louis Oosthuizen,Jeddah 2023,2023,Southern Guards GC,33,-3.0,-1.0,-1.0,-5.0,2026-03-04T18:33:43.584878
jeddah-2023,Marc Leishman,Jeddah 2023,2023,Ripper GC,32,-5.0,2.0,-2.0,-5.0,2026-03-04T18:33:43.584859
jeddah-2023,Martin Kaymer,Jeddah 2023,2023,Cleeks Golf Club,28,-2.0,-4.0,0.0,-6.0,2026-03-04T18:33:43.584781
jeddah-2023,Matt Jones,Jeddah 2023,2023,Ripper GC,27,-1.0,-3.0,-2.0,-6.0,2026-03-04T18:33:43.584763
jeddah-2023,Matthew Wolff,Jeddah 2023,2023,Smash GC,38,6.0,-5.0,-3.0,-2.0,2026-03-04T18:33:43.584972
jeddah-2023,Mito Pereira,Jeddah 2023,2023,Torque GC,7,-2.0,-5.0,-4.0,-11.0,2026-03-04T18:33:43.584367
jeddah-2023,Pat Perez,Jeddah 2023,2023,4Aces GC,41,2.0,-2.0,0.0,0.0,2026-03-04T18:33:43.585032
jeddah-2023,Patrick Reed,Jeddah 2023,2023,4Aces GC,19,-1.0,-2.0,-4.0,-7.0,2026-03-04T18:33:43.584617
jeddah-2023,Paul Casey,Jeddah 2023,2023,Crushers GC,24,-2.0,0.0,-4.0,-6.0,2026-03-04T18:33:43.584710
jeddah-2023,Peter Uihlein,Jeddah 2023,2023,4Aces GC,12,0.0,-2.0,-6.0,-8.0,2026-03-04T18:33:43.584464
jeddah-2023,Phil Mickelson,Jeddah 2023,2023,HyFlyers GC,31,-1.0,-2.0,-2.0,-5.0,2026-03-04T18:33:43.584840
jeddah-2023,Richard Bland,Jeddah 2023,2023,Cleeks Golf Club,14,-3.0,-1.0,-4.0,-8.0,2026-03-04T18:33:43.584513
jeddah-2023,Sam Horsfield,Jeddah 2023,2023,Majesticks Golf Club,44,0.0,4.0,-2.0,2.0,2026-03-04T18:33:43.585091
jeddah-2023,Scott Vincent,Jeddah 2023,2023,Korean Golf Club,4,0.0,-8.0,-4.0,-12.0,2026-03-04T18:33:43.584309
jeddah-2023,Sebastian Muñoz,Jeddah 2023,2023,Torque GC,40,0.0,1.0,-1.0,0.0,2026-03-04T18:33:43.585014
jeddah-2023,Sergio Garcia,Jeddah 2023,2023,Fireballs GC,5,-2.0,-7.0,-3.0,-12.0,2026-03-04T18:33:43.584328
jeddah-2023,Sihwan Kim,Jeddah 2023,2023,Korean Golf Club,45,2.0,1.0,-1.0,2.0,2026-03-04T18:33:43.585110
jeddah-2023,Talor Gooch,Jeddah 2023,2023,RangeGoats GC,2,0.0,-6.0,-8.0,-14.0,2026-03-04T18:33:43.584265
jeddah-2023,Thomas Pieters,Jeddah 2023,2023,RangeGoats GC,30,1.0,-3.0,-3.0,-5.0,2026-03-04T18:33:43.584820
korea-2025,Abraham Ancer,Korea 2025,2025,Fireballs GC,T39,0.0,2.0,-1.0,1.0,2026-03-04T18:41:50.202773
korea-2025,Adrian Meronk,Korea 2025,2025,Cleeks Golf Club,T39,-3.0,0.0,4.0,1.0,2026-03-04T18:41:50.202783
korea-2025,Andy Ogletree,Korea 2025,2025,HyFlyers GC,T17,0.0,0.0,-5.0,-5.0,2026-03-04T18:41:50.202496
korea-2025,Anirban Lahiri,Korea 2025,2025,Crushers GC,T45,-4.0,7.0,0.0,3.0,2026-03-04T18:41:50.202838
korea-2025,Anthony Kim -,Korea 2025,2025,,53,7.0,2.0,2.0,11.0,2026-03-04T18:41:50.202918
korea-2025,Brendan Steele,Korea 2025,2025,HyFlyers GC,38,1.0,-4.0,3.0,0.0,2026-03-04T18:41:50.202751
korea-2025,Brooks Koepka,Korea 2025,2025,Smash GC,T17,-1.0,-2.0,-2.0,-5.0,2026-03-04T18:41:50.202515
korea-2025,Bryson DeChambeau,Korea 2025,2025,Crushers GC,1,-7.0,-6.0,-6.0,-19.0,2026-03-04T18:41:50.202297
korea-2025,Bubba Watson,Korea 2025,2025,RangeGoats GC,T17,-3.0,-3.0,1.0,-5.0,2026-03-04T18:41:50.202527
korea-2025,Caleb Surratt,Korea 2025,2025,Legion XIII,T27,1.0,-4.0,0.0,-3.0,2026-03-04T18:41:50.202617
korea-2025,Cameron Smith,Korea 2025,2025,Ripper GC,T7,1.0,-6.0,-3.0,-8.0,2026-03-04T18:41:50.202381
korea-2025,Cameron Tringale,Korea 2025,2025,HyFlyers GC,T20,4.0,-3.0,-5.0,-4.0,2026-03-04T18:41:50.202538
korea-2025,Carlos Ortiz,Korea 2025,2025,Torque GC,T7,-1.0,-6.0,-1.0,-8.0,2026-03-04T18:41:50.202418
korea-2025,Charl Schwartzel,Korea 2025,2025,Southern Guards GC,T34,2.0,-4.0,1.0,-1.0,2026-03-04T18:41:50.202715
korea-2025,Charles Howell III,Korea 2025,2025,Crushers GC,2,-2.0,-6.0,-9.0,-17.0,2026-03-04T18:41:50.202320
korea-2025,Chieh-Po Lee -,Korea 2025,2025,,T29,1.0,-1.0,-2.0,-2.0,2026-03-04T18:41:50.202666
korea-2025,Danny Lee,Korea 2025,2025,Korean Golf Club,54,1.0,5.0,6.0,12.0,2026-03-04T18:41:50.202929
korea-2025,David Puig,Korea 2025,2025,Fireballs GC,T20,-1.0,-4.0,1.0,-4.0,2026-03-04T18:41:50.202594
korea-2025,Dean Burmester,Korea 2025,2025,Southern Guards GC,T13,-4.0,-4.0,2.0,-6.0,2026-03-04T18:41:50.202485
korea-2025,Dustin Johnson,Korea 2025,2025,4Aces GC,T34,0.0,-3.0,2.0,-1.0,2026-03-04T18:41:50.202727
korea-2025,Frederik Kjettrup,Korea 2025,2025,Cleeks Golf Club,51,3.0,2.0,3.0,8.0,2026-03-04T18:41:50.202895
korea-2025,Graeme McDowell,Korea 2025,2025,Smash GC,T20,1.0,-3.0,-2.0,-4.0,2026-03-04T18:41:50.202559
korea-2025,Harold Varner III,Korea 2025,2025,4Aces GC,52,5.0,2.0,2.0,9.0,2026-03-04T18:41:50.202906
korea-2025,Henrik Stenson,Korea 2025,2025,Majesticks Golf Club,T20,-3.0,1.0,-2.0,-4.0,2026-03-04T18:41:50.202571
korea-2025,Ian Poulter,Korea 2025,2025,Majesticks Golf Club,T13,-3.0,1.0,-4.0,-6.0,2026-03-04T18:41:50.202452
korea-2025,Jason Kokrak,Korea 2025,2025,Smash GC,T27,-3.0,-5.0,5.0,-3.0,2026-03-04T18:41:50.202631
korea-2025,Jinichiro Kozuma,Korea 2025,2025,Korean Golf Club,T7,-4.0,-2.0,-2.0,-8.0,2026-03-04T18:41:50.202395
korea-2025,Joaquin Niemann,Korea 2025,2025,Torque GC,T20,-4.0,-1.0,1.0,-4.0,2026-03-04T18:41:50.202605
korea-2025,John Catlin,Korea 2025,2025,Southern Guards GC,T39,1.0,3.0,-3.0,1.0,2026-03-04T18:41:50.202762
korea-2025,Jon Rahm,Korea 2025,2025,Legion XIII,T7,0.0,-6.0,-2.0,-8.0,2026-03-04T18:41:50.202407
korea-2025,Kevin Na,Korea 2025,2025,Korean Golf Club,T34,-2.0,-2.0,3.0,-1.0,2026-03-04T18:41:50.202738
korea-2025,Lee Westwood,Korea 2025,2025,Majesticks Golf Club,T48,1.0,-2.0,6.0,5.0,2026-03-04T18:41:50.202872
korea-2025,Louis Oosthuizen,Korea 2025,2025,Southern Guards GC,12,-6.0,-1.0,0.0,-7.0,2026-03-04T18:41:50.202441
korea-2025,Lucas Herbert,Korea 2025,2025,Ripper GC,T13,-1.0,-5.0,0.0,-6.0,2026-03-04T18:41:50.202474
korea-2025,Luis Masaveu,Korea 2025,2025,Fireballs GC,T20,1.0,-2.0,-3.0,-4.0,2026-03-04T18:41:50.202548
korea-2025,Marc Leishman,Korea 2025,2025,Ripper GC,T34,-1.0,3.0,-3.0,-1.0,2026-03-04T18:41:50.202704
korea-2025,Martin Kaymer,Korea 2025,2025,Cleeks Golf Club,T45,0.0,5.0,-2.0,3.0,2026-03-04T18:41:50.202827
korea-2025,Matt Jones,Korea 2025,2025,Ripper GC,T42,2.0,2.0,-2.0,2.0,2026-03-04T18:41:50.202805
korea-2025,Matthew Wolff,Korea 2025,2025,RangeGoats GC,6,-1.0,-3.0,-5.0,-9.0,2026-03-04T18:41:50.202369
korea-2025,Minkyu Kim,Korea 2025,2025,RangeGoats GC,T42,-3.0,0.0,5.0,2.0,2026-03-04T18:41:50.202816
korea-2025,Mito Pereira,Korea 2025,2025,Torque GC,T29,2.0,-1.0,-3.0,-2.0,2026-03-04T18:41:50.202652
korea-2025,Patrick Reed,Korea 2025,2025,4Aces GC,T4,-1.0,-2.0,-7.0,-10.0,2026-03-04T18:41:50.202345
korea-2025,Paul Casey,Korea 2025,2025,Crushers GC,T29,4.0,-1.0,-5.0,-2.0,2026-03-04T18:41:50.202642
korea-2025,Peter Uihlein,Korea 2025,2025,RangeGoats GC,T29,-1.0,-1.0,0.0,-2.0,2026-03-04T18:41:50.202693
korea-2025,Phil Mickelson,Korea 2025,2025,HyFlyers GC,50,3.0,-2.0,6.0,7.0,2026-03-04T18:41:50.202884
korea-2025,Richard Bland,Korea 2025,2025,Cleeks Golf Club,T7,-6.0,-3.0,1.0,-8.0,2026-03-04T18:41:50.202429
korea-2025,Sam Horsfield,Korea 2025,2025,Majesticks Golf Club,T29,1.0,-2.0,-1.0,-2.0,2026-03-04T18:41:50.202681
korea-2025,Sebastian Muñoz,Korea 2025,2025,Torque GC,T20,1.0,-5.0,0.0,-4.0,2026-03-04T18:41:50.202583
korea-2025,Sergio Garcia,Korea 2025,2025,Fireballs GC,T42,5.0,0.0,-3.0,2.0,2026-03-04T18:41:50.202795
korea-2025,Talor Gooch,Korea 2025,2025,Smash GC,3,-7.0,-1.0,-6.0,-14.0,2026-03-04T18:41:50.202333
korea-2025,Thomas Pieters,Korea 2025,2025,4Aces GC,T4,-1.0,-5.0,-4.0,-10.0,2026-03-04T18:41:50.202357
korea-2025,Tom McKibbin,Korea 2025,2025,Legion XIII,47,2.0,2.0,0.0,4.0,2026-03-04T18:41:50.202849
korea-2025,Tyrrell Hatton,Korea 2025,2025,Legion XIII,T13,-3.0,-2.0,-1.0,-6.0,2026-03-04T18:41:50.202463
korea-2025,Yubin Jang,Korea 2025,2025,Korean Golf Club,T48,4.0,-1.0,2.0,5.0,2026-03-04T18:41:50.202861
las-vegas-2024,Abraham Ancer,Las Vegas 2024,2024,Fireballs GC,T21,-3.0,-2.0,1.0,-4.0,2026-03-04T18:35:06.342770
las-vegas-2024,Adrian Meronk,Las Vegas 2024,2024,Cleeks Golf Club,T9,-3.0,-2.0,-2.0,-7.0,2026-03-04T18:35:06.342619
las-vegas-2024,Andy Ogletree,Las Vegas 2024,2024,HyFlyers GC,T45,-3.0,-3.0,7.0,1.0,2026-03-04T18:35:06.343057
las-vegas-2024,Anirban Lahiri,Las Vegas 2024,2024,Crushers GC,T39,-4.0,0.0,4.0,0.0,2026-03-04T18:35:06.343011
las-vegas-2024,Branden Grace,Las Vegas 2024,2024,Southern Guards GC,T21,-1.0,-5.0,2.0,-4.0,2026-03-04T18:35:06.342781
las-vegas-2024,Brendan Steele,Las Vegas 2024,2024,HyFlyers GC,T53,3.0,-3.0,10.0,10.0,2026-03-04T18:35:06.343118
las-vegas-2024,Brooks Koepka,Las Vegas 2024,2024,Smash GC,T12,-2.0,-3.0,-1.0,-6.0,2026-03-04T18:35:06.342656
las-vegas-2024,Bryson DeChambeau,Las Vegas 2024,2024,Crushers GC,T9,-3.0,-8.0,4.0,-7.0,2026-03-04T18:35:06.342631
las-vegas-2024,Bubba Watson,Las Vegas 2024,2024,RangeGoats GC,T15,-5.0,-2.0,2.0,-5.0,2026-03-04T18:35:06.342724
las-vegas-2024,Caleb Surratt,Las Vegas 2024,2024,Legion XIII,T12,-3.0,-1.0,-2.0,-6.0,2026-03-04T18:35:06.342644
las-vegas-2024,Cameron Smith,Las Vegas 2024,2024,Ripper GC,T15,-3.0,-4.0,2.0,-5.0,2026-03-04T18:35:06.342735
las-vegas-2024,Cameron Tringale,Las Vegas 2024,2024,HyFlyers GC,T34,-1.0,-2.0,2.0,-1.0,2026-03-04T18:35:06.342932
las-vegas-2024,Carlos Ortiz,Las Vegas 2024,2024,Torque GC,T39,-2.0,3.0,-1.0,0.0,2026-03-04T18:35:06.342954
las-vegas-2024,Charl Schwartzel,Las Vegas 2024,2024,Southern Guards GC,T53,-1.0,1.0,10.0,10.0,2026-03-04T18:35:06.343129
las-vegas-2024,Charles Howell III,Las Vegas 2024,2024,Crushers GC,T34,1.0,-2.0,0.0,-1.0,2026-03-04T18:35:06.342910
las-vegas-2024,Danny Lee,Las Vegas 2024,2024,Korean Golf Club,T39,-2.0,2.0,0.0,0.0,2026-03-04T18:35:06.342965
las-vegas-2024,David Puig,Las Vegas 2024,2024,Fireballs GC,T15,-3.0,-3.0,1.0,-5.0,2026-03-04T18:35:06.342701
las-vegas-2024,Dean Burmester,Las Vegas 2024,2024,Southern Guards GC,T39,0.0,-1.0,1.0,0.0,2026-03-04T18:35:06.342976
las-vegas-2024,Dustin Johnson,Las Vegas 2024,2024,4Aces GC,1,-3.0,-8.0,-1.0,-12.0,2026-03-04T18:35:06.342491
las-vegas-2024,Eugenio Chacarra,Las Vegas 2024,2024,Fireballs GC,T30,-2.0,-1.0,1.0,-2.0,2026-03-04T18:35:06.342852
las-vegas-2024,Graeme McDowell,Las Vegas 2024,2024,Smash GC,T5,-4.0,0.0,-5.0,-9.0,2026-03-04T18:35:06.342558
las-vegas-2024,Harold Varner III,Las Vegas 2024,2024,4Aces GC,T26,-7.0,4.0,0.0,-3.0,2026-03-04T18:35:06.342829
las-vegas-2024,Henrik Stenson,Las Vegas 2024,2024,Majesticks Golf Club,T15,-2.0,-3.0,0.0,-5.0,2026-03-04T18:35:06.342690
las-vegas-2024,Hudson Swafford -,Las Vegas 2024,2024,,T51,-1.0,8.0,0.0,7.0,2026-03-04T18:35:06.343092
las-vegas-2024,Ian Poulter,Las Vegas 2024,2024,Majesticks Golf Club,T21,0.0,-1.0,-3.0,-4.0,2026-03-04T18:35:06.342746
las-vegas-2024,Jason Kokrak,Las Vegas 2024,2024,Smash GC,T5,-5.0,-3.0,-1.0,-9.0,2026-03-04T18:35:06.342580
las-vegas-2024,Jinichiro Kozuma,Las Vegas 2024,2024,Korean Golf Club,T34,-2.0,-4.0,5.0,-1.0,2026-03-04T18:35:06.342943
las-vegas-2024,Joaquin Niemann,Las Vegas 2024,2024,Torque GC,T30,-2.0,-4.0,4.0,-2.0,2026-03-04T18:35:06.342888
las-vegas-2024,Jon Rahm,Las Vegas 2024,2024,Legion XIII,8,-2.0,-7.0,1.0,-8.0,2026-03-04T18:35:06.342592
las-vegas-2024,Kalle Samooja,Las Vegas 2024,2024,Cleeks Golf Club,T26,-1.0,0.0,-2.0,-3.0,2026-03-04T18:35:06.342817
las-vegas-2024,Kevin Na,Las Vegas 2024,2024,Korean Golf Club,T34,0.0,-2.0,1.0,-1.0,2026-03-04T18:35:06.342921
las-vegas-2024,Kieran Vincent,Las Vegas 2024,2024,Legion XIII,T45,-2.0,-1.0,4.0,1.0,2026-03-04T18:35:06.343033
las-vegas-2024,Laurie Canter -,Las Vegas 2024,2024,,T21,-1.0,-6.0,3.0,-4.0,2026-03-04T18:35:06.342794
las-vegas-2024,Lee Westwood,Las Vegas 2024,2024,Majesticks Golf Club,T39,-1.0,-1.0,2.0,0.0,2026-03-04T18:35:06.342989
las-vegas-2024,Louis Oosthuizen,Las Vegas 2024,2024,Southern Guards GC,50,3.0,-3.0,3.0,3.0,2026-03-04T18:35:06.343079
las-vegas-2024,Lucas Herbert,Las Vegas 2024,2024,Ripper GC,T45,-2.0,-3.0,6.0,1.0,2026-03-04T18:35:06.343046
las-vegas-2024,Marc Leishman,Las Vegas 2024,2024,Ripper GC,T21,-1.0,-3.0,0.0,-4.0,2026-03-04T18:35:06.342759
las-vegas-2024,Martin Kaymer,Las Vegas 2024,2024,Cleeks Golf Club,T51,1.0,0.0,6.0,7.0,2026-03-04T18:35:06.343107
las-vegas-2024,Matt Jones,Las Vegas 2024,2024,Ripper GC,T34,3.0,-3.0,-1.0,-1.0,2026-03-04T18:35:06.342899
las-vegas-2024,Matthew Wolff,Las Vegas 2024,2024,RangeGoats GC,4,-5.0,-4.0,-1.0,-10.0,2026-03-04T18:35:06.342546
las-vegas-2024,Mito Pereira,Las Vegas 2024,2024,Torque GC,49,6.0,-6.0,2.0,2.0,2026-03-04T18:35:06.343068
las-vegas-2024,Pat Perez,Las Vegas 2024,2024,4Aces GC,T15,-3.0,-1.0,-1.0,-5.0,2026-03-04T18:35:06.342679
las-vegas-2024,Patrick Reed,Las Vegas 2024,2024,4Aces GC,T39,2.0,-4.0,2.0,0.0,2026-03-04T18:35:06.343000
las-vegas-2024,Paul Casey,Las Vegas 2024,2024,Crushers GC,T5,-7.0,0.0,-2.0,-9.0,2026-03-04T18:35:06.342569
las-vegas-2024,Peter Uihlein,Las Vegas 2024,2024,RangeGoats GC,T2,-4.0,-5.0,-2.0,-11.0,2026-03-04T18:35:06.342534
las-vegas-2024,Phil Mickelson,Las Vegas 2024,2024,HyFlyers GC,T30,0.0,-3.0,1.0,-2.0,2026-03-04T18:35:06.342863
las-vegas-2024,Richard Bland,Las Vegas 2024,2024,Cleeks Golf Club,T15,-1.0,-5.0,1.0,-5.0,2026-03-04T18:35:06.342713
las-vegas-2024,Sam Horsfield,Las Vegas 2024,2024,Majesticks Golf Club,T26,1.0,-1.0,-3.0,-3.0,2026-03-04T18:35:06.342805
las-vegas-2024,Scott Vincent,Las Vegas 2024,2024,Korean Golf Club,T45,-2.0,2.0,1.0,1.0,2026-03-04T18:35:06.343022
las-vegas-2024,Sebastian Muñoz,Las Vegas 2024,2024,Torque GC,T9,-3.0,-2.0,-2.0,-7.0,2026-03-04T18:35:06.342607
las-vegas-2024,Sergio Garcia,Las Vegas 2024,2024,Fireballs GC,T26,-1.0,-2.0,0.0,-3.0,2026-03-04T18:35:06.342840
las-vegas-2024,Talor Gooch,Las Vegas 2024,2024,Smash GC,T2,-4.0,-4.0,-3.0,-11.0,2026-03-04T18:35:06.342521
las-vegas-2024,Thomas Pieters,Las Vegas 2024,2024,RangeGoats GC,T30,-5.0,0.0,3.0,-2.0,2026-03-04T18:35:06.342876
las-vegas-2024,Tyrrell Hatton,Las Vegas 2024,2024,Legion XIII,T12,-3.0,-3.0,0.0,-6.0,2026-03-04T18:35:06.342667
london-2022,Adrian Otaegui -,London 2022,2022,Torque GC,6,0.0,0.0,-2.0,-2.0,2026-03-04T18:22:18.167470
london-2022,Andy Ogletree -,London 2022,2022,Torque GC,48,12.0,7.0,5.0,24.0,2026-03-04T18:22:18.168238
london-2022,Bernd Wiesberger -,London 2022,2022,,43,7.0,2.0,5.0,14.0,2026-03-04T18:22:18.168140
london-2022,Blake Windred -,London 2022,2022,,38,8.0,2.0,1.0,11.0,2026-03-04T18:22:18.168047
london-2022,Branden Grace -,London 2022,2022,Southern Guards GC,3,-2.0,2.0,-5.0,-5.0,2026-03-04T18:22:18.167414
london-2022,Charl Schwartzel -,London 2022,2022,Southern Guards GC,1,-5.0,-4.0,2.0,-7.0,2026-03-04T18:22:18.167352
london-2022,Chase Koepka -,London 2022,2022,,37,0.0,2.0,8.0,10.0,2026-03-04T18:22:18.168032
london-2022,David Puig -,London 2022,2022,Fireballs GC,40,4.0,4.0,3.0,11.0,2026-03-04T18:22:18.168086
london-2022,Dustin Johnson -,London 2022,2022,,8,-1.0,0.0,0.0,-1.0,2026-03-04T18:22:18.167512
london-2022,Graeme McDowell -,London 2022,2022,,10,4.0,1.0,-4.0,1.0,2026-03-04T18:22:18.167560
london-2022,Hennie Du Plessis -,London 2022,2022,Southern Guards GC,2,-4.0,-2.0,0.0,-6.0,2026-03-04T18:22:18.167392
london-2022,Hideto Tanihara -,London 2022,2022,Korean Golf Club,41,0.0,7.0,4.0,11.0,2026-03-04T18:22:18.168104
london-2022,Hudson Swafford -,London 2022,2022,Torque GC,30,7.0,3.0,-1.0,9.0,2026-03-04T18:22:18.167912
london-2022,Ian Poulter -,London 2022,2022,Majesticks Golf Club,20,5.0,-4.0,4.0,5.0,2026-03-04T18:22:18.167738
london-2022,Ian Snyman -,London 2022,2022,Cleeks Golf Club,27,1.0,1.0,5.0,7.0,2026-03-04T18:22:18.167856
london-2022,Itthipat Buranatanyarat -,London 2022,2022,Smash GC,47,6.0,12.0,5.0,23.0,2026-03-04T18:22:18.168217
london-2022,JC Ritchie -,London 2022,2022,Cleeks Golf Club,18,3.0,0.0,1.0,4.0,2026-03-04T18:22:18.167699
london-2022,James Piot -,London 2022,2022,Fireballs GC,25,1.0,3.0,3.0,7.0,2026-03-04T18:22:18.167822
london-2022,Jed Morgan -,London 2022,2022,Fireballs GC,32,3.0,0.0,6.0,9.0,2026-03-04T18:22:18.167947
london-2022,Jinichiro Kozuma -,London 2022,2022,Smash GC,16,3.0,0.0,0.0,3.0,2026-03-04T18:22:18.167665
london-2022,Justin Harding -,London 2022,2022,,11,-2.0,4.0,-1.0,1.0,2026-03-04T18:22:18.167577
london-2022,Kevin Na -,London 2022,2022,Korean Golf Club,36,3.0,1.0,6.0,10.0,2026-03-04T18:22:18.168016
london-2022,Kevin Yuan -,London 2022,2022,,33,3.0,2.0,5.0,10.0,2026-03-04T18:22:18.167963
london-2022,Laurie Canter -,London 2022,2022,Majesticks Golf Club,19,-1.0,4.0,1.0,4.0,2026-03-04T18:22:18.167717
london-2022,Lee Westwood -,London 2022,2022,Majesticks Golf Club,29,5.0,1.0,2.0,8.0,2026-03-04T18:22:18.167893
london-2022,Louis Oosthuizen -,London 2022,2022,Southern Guards GC,12,2.0,-1.0,0.0,1.0,2026-03-04T18:22:18.167596
london-2022,Martin Kaymer -,London 2022,2022,Cleeks Golf Club,15,4.0,0.0,-1.0,3.0,2026-03-04T18:22:18.167648
london-2022,Matt Jones -,London 2022,2022,,26,4.0,0.0,3.0,7.0,2026-03-04T18:22:18.167837
london-2022,Oliver Bekker -,London 2022,2022,,7,0.0,-3.0,1.0,-2.0,2026-03-04T18:22:18.167486
london-2022,Oliver Fisher -,London 2022,2022,,39,3.0,6.0,2.0,11.0,2026-03-04T18:22:18.168063
london-2022,Pablo Larrazabal -,London 2022,2022,Cleeks Golf Club,13,2.0,-1.0,1.0,2.0,2026-03-04T18:22:18.167614
london-2022,Peter Uihlein -,London 2022,2022,Crushers GC,4,0.0,-4.0,-1.0,-5.0,2026-03-04T18:22:18.167434
london-2022,Phachara Khongwatmai -,London 2022,2022,Crushers GC,28,-3.0,2.0,8.0,7.0,2026-03-04T18:22:18.167875
london-2022,Phil Mickelson -,London 2022,2022,,34,-1.0,5.0,6.0,10.0,2026-03-04T18:22:18.167980
london-2022,Ratchanon Chantananuwat -,London 2022,2022,,42,3.0,0.0,8.0,11.0,2026-03-04T18:22:18.168123
london-2022,Richard Bland -,London 2022,2022,Crushers GC,17,3.0,4.0,-3.0,4.0,2026-03-04T18:22:18.167683
london-2022,Ryosuke Kinoshita -,London 2022,2022,,14,3.0,-3.0,2.0,2.0,2026-03-04T18:22:18.167631
london-2022,Sadom Kaewkanjana -,London 2022,2022,Korean Golf Club,46,6.0,9.0,2.0,17.0,2026-03-04T18:22:18.168196
london-2022,Sam Horsfield -,London 2022,2022,Majesticks Golf Club,5,-1.0,0.0,-2.0,-3.0,2026-03-04T18:22:18.167452
london-2022,Scott Vincent -,London 2022,2022,Smash GC,21,-3.0,2.0,6.0,5.0,2026-03-04T18:22:18.167755
london-2022,Sergio Garcia -,London 2022,2022,Fireballs GC,24,1.0,0.0,5.0,6.0,2026-03-04T18:22:18.167805
london-2022,Shaun Norris -,London 2022,2022,,22,3.0,2.0,1.0,6.0,2026-03-04T18:22:18.167771
london-2022,Sihwan Kim -,London 2022,2022,Smash GC,44,8.0,-1.0,7.0,14.0,2026-03-04T18:22:18.168161
london-2022,Talor Gooch -,London 2022,2022,Torque GC,9,1.0,0.0,-1.0,0.0,2026-03-04T18:22:18.167530
london-2022,Travis Smyth -,London 2022,2022,Crushers GC,35,5.0,-1.0,6.0,10.0,2026-03-04T18:22:18.167998
london-2022,Turk Pettit -,London 2022,2022,,45,5.0,10.0,0.0,15.0,2026-03-04T18:22:18.168178
london-2022,Viraj Madappa -,London 2022,2022,Korean Golf Club,31,1.0,4.0,4.0,9.0,2026-03-04T18:22:18.167929
london-2022,Wade Ormsby -,London 2022,2022,,23,1.0,2.0,3.0,6.0,2026-03-04T18:22:18.167787
