event_slug,playerName,event_name,year,team,position,R1,R2,R3,total_to_par,scraped_at
bedminster-2023,Chase Koepka,Bedminster 2023,2023,Smash GC,45,5.0,6.0,3.0,14.0,2026-03-04T18:32:20.832958
bedminster-2023,Danny Lee,Bedminster 2023,2023,Korean Golf Club,46,5.0,4.0,6.0,15.0,2026-03-04T18:32:20.832971
bedminster-2023,David Puig,Bedminster 2023,2023,Torque GC,28,4.0,-1.0,0.0,3.0,2026-03-04T18:32:20.832758
bedminster-2023,Dean Burmester,Bedminster 2023,2023,Southern Guards GC,5,-2.0,-3.0,1.0,-4.0,2026-03-04T18:32:20.832487
bedminster-2023,Dustin Johnson,Bedminster 2023,2023,4Aces GC,14,-3.0,3.0,0.0,0.0,2026-03-04T18:32:20.832599
bedminster-2023,Eugenio Chacarra,Bedminster 2023,2023,Fireballs GC,43,8.0,0.0,2.0,10.0,2026-03-04T18:32:20.832936
bedminster-2023,Graeme McDowell,Bedminster 2023,2023,Cleeks Golf Club,12,1.0,0.0,-1.0,0.0,2026-03-04T18:32:20.832576
bedminster-2023,Harold Varner III,Bedminster 2023,2023,RangeGoats GC,19,0.0,3.0,-2.0,1.0,2026-03-04T18:32:20.832657
bedminster-2023,Henrik Stenson,Bedminster 2023,2023,Majesticks Golf Club,34,0.0,3.0,2.0,5.0,2026-03-04T18:32:20.832826
bedminster-2023,Ian Poulter,Bedminster 2023,2023,Majesticks Golf Club,40,5.0,-2.0,4.0,7.0,2026-03-04T18:32:20.832900
bedminster-2023,James Piot,Bedminster 2023,2023,HyFlyers GC,25,3.0,-1.0,0.0,2.0,2026-03-04T18:32:20.832722
bedminster-2023,Jason Kokrak,Bedminster 2023,2023,Smash GC,23,-2.0,0.0,3.0,1.0,2026-03-04T18:32:20.832700
bedminster-2023,Jed Morgan,Bedminster 2023,2023,Ripper GC,27,1.0,7.0,-5.0,3.0,2026-03-04T18:32:20.832747
bedminster-2023,Joaquin Niemann,Bedminster 2023,2023,Torque GC,7,-1.0,1.0,-2.0,-2.0,2026-03-04T18:32:20.832519
bedminster-2023,Kevin Na,Bedminster 2023,2023,Korean Golf Club,16,0.0,-2.0,2.0,0.0,2026-03-04T18:32:20.832623
bedminster-2023,Laurie Canter,Bedminster 2023,2023,Majesticks Golf Club,37,3.0,-2.0,4.0,5.0,2026-03-04T18:32:20.832862
bedminster-2023,Lee Westwood,Bedminster 2023,2023,Majesticks Golf Club,48,4.0,9.0,7.0,20.0,2026-03-04T18:32:20.832994
bedminster-2023,Louis Oosthuizen,Bedminster 2023,2023,Southern Guards GC,36,4.0,-3.0,4.0,5.0,2026-03-04T18:32:20.832851
bedminster-2023,Marc Leishman,Bedminster 2023,2023,Ripper GC,8,0.0,-2.0,0.0,-2.0,2026-03-04T18:32:20.832530
bedminster-2023,Martin Kaymer,Bedminster 2023,2023,Cleeks Golf Club,47,11.0,2.0,4.0,17.0,2026-03-04T18:32:20.832982
bedminster-2023,Matt Jones,Bedminster 2023,2023,Ripper GC,30,6.0,-1.0,-1.0,4.0,2026-03-04T18:32:20.832781
bedminster-2023,Matthew Wolff,Bedminster 2023,2023,Smash GC,42,2.0,2.0,4.0,8.0,2026-03-04T18:32:20.832925
bedminster-2023,Mito Pereira,Bedminster 2023,2023,Torque GC,20,2.0,0.0,-1.0,1.0,2026-03-04T18:32:20.832668
bedminster-2023,Pat Perez,Bedminster 2023,2023,4Aces GC,44,6.0,2.0,2.0,10.0,2026-03-04T18:32:20.832947
bedminster-2023,Patrick Reed,Bedminster 2023,2023,4Aces GC,4,-3.0,-1.0,0.0,-4.0,2026-03-04T18:32:20.832475
bedminster-2023,Paul Casey,Bedminster 2023,2023,Crushers GC,31,1.0,1.0,2.0,4.0,2026-03-04T18:32:20.832791
bedminster-2023,Peter Uihlein,Bedminster 2023,2023,4Aces GC,35,3.0,-1.0,3.0,5.0,2026-03-04T18:32:20.832837
bedminster-2023,Phil Mickelson,Bedminster 2023,2023,HyFlyers GC,10,-1.0,-4.0,4.0,-1.0,2026-03-04T18:32:20.832553
bedminster-2023,Richard Bland,Bedminster 2023,2023,Cleeks Golf Club,11,2.0,-1.0,-1.0,0.0,2026-03-04T18:32:20.832565
bedminster-2023,Scott Vincent,Bedminster 2023,2023,Korean Golf Club,41,3.0,-1.0,5.0,7.0,2026-03-04T18:32:20.832911
bedminster-2023,Sebastian Muñoz,Bedminster 2023,2023,Torque GC,39,2.0,3.0,2.0,7.0,2026-03-04T18:32:20.832889
bedminster-2023,Sergio Garcia,Bedminster 2023,2023,Fireballs GC,32,3.0,-1.0,2.0,4.0,2026-03-04T18:32:20.832803
bedminster-2023,Sihwan Kim,Bedminster 2023,2023,Korean Golf Club,33,1.0,5.0,-1.0,5.0,2026-03-04T18:32:20.832814
bedminster-2023,Talor Gooch,Bedminster 2023,2023,RangeGoats GC,15,0.0,-1.0,1.0,0.0,2026-03-04T18:32:20.832609
bedminster-2023,Thomas Pieters,Bedminster 2023,2023,RangeGoats GC,26,4.0,-2.0,0.0,2.0,2026-03-04T18:32:20.832735
boston-2022,- - - - - -,Boston 2022,2022,,3,,,,,2026-03-04T18:24:22.350114
boston-2022,Abraham Ancer -,Boston 2022,2022,Fireballs GC,8,-1.0,-5.0,-5.0,-11.0,2026-03-04T18:24:22.350198
boston-2022,Adrian Otaegui -,Boston 2022,2022,Torque GC,T44,5.0,0.0,0.0,5.0,2026-03-04T18:24:22.350526
boston-2022,Anirban Lahiri -,Boston 2022,2022,Crushers GC,T2,-4.0,-5.0,-6.0,-15.0,2026-03-04T18:24:22.350141
boston-2022,Bernd Wiesberger -,Boston 2022,2022,,T17,-4.0,-4.0,2.0,-6.0,2026-03-04T18:24:22.350305
boston-2022,Branden Grace -,Boston 2022,2022,Southern Guards GC,12,-3.0,-4.0,-2.0,-9.0,2026-03-04T18:24:22.350236
boston-2022,Brooks Koepka -,Boston 2022,2022,Smash GC,T26,0.0,-3.0,-1.0,-4.0,2026-03-04T18:24:22.350367
boston-2022,Bryson DeChambeau -,Boston 2022,2022,Crushers GC,T17,-1.0,-1.0,-4.0,-6.0,2026-03-04T18:24:22.350280
boston-2022,Cameron Smith -,Boston 2022,2022,,T4,-6.0,-1.0,-7.0,-14.0,2026-03-04T18:24:22.350171
boston-2022,Cameron Tringale -,Boston 2022,2022,,T21,1.0,-4.0,-2.0,-5.0,2026-03-04T18:24:22.350331
boston-2022,Carlos Ortiz -,Boston 2022,2022,Fireballs GC,T26,-1.0,-3.0,0.0,-4.0,2026-03-04T18:24:22.350383
boston-2022,Charl Schwartzel -,Boston 2022,2022,Southern Guards GC,T35,-2.0,-1.0,1.0,-2.0,2026-03-04T18:24:22.350445
boston-2022,Charles Howell III -,Boston 2022,2022,Crushers GC,T15,-3.0,0.0,-4.0,-7.0,2026-03-04T18:24:22.350262
boston-2022,Chase Koepka -,Boston 2022,2022,Smash GC,T31,0.0,1.0,-4.0,-3.0,2026-03-04T18:24:22.350413
boston-2022,Dustin Johnson -,Boston 2022,2022,,1,-3.0,-7.0,-5.0,-15.0,2026-03-04T18:24:22.350130
boston-2022,Eugenio Chacarra -,Boston 2022,2022,Fireballs GC,T35,-2.0,-2.0,2.0,-2.0,2026-03-04T18:24:22.350455
boston-2022,Graeme McDowell -,Boston 2022,2022,Cleeks Golf Club,39,-2.0,0.0,2.0,0.0,2026-03-04T18:24:22.350473
boston-2022,Harold Varner III -,Boston 2022,2022,,T31,-3.0,0.0,0.0,-3.0,2026-03-04T18:24:22.350429
boston-2022,Hudson Swafford -,Boston 2022,2022,,T40,-1.0,2.0,1.0,2.0,2026-03-04T18:24:22.350490
boston-2022,Ian Poulter -,Boston 2022,2022,Majesticks Golf Club,T17,-1.0,-3.0,-2.0,-6.0,2026-03-04T18:24:22.350297
boston-2022,James Piot -,Boston 2022,2022,,47,7.0,-1.0,7.0,13.0,2026-03-04T18:24:22.350542
boston-2022,Jason Kokrak -,Boston 2022,2022,Smash GC,7,-3.0,-5.0,-4.0,-12.0,2026-03-04T18:24:22.350189
boston-2022,Jed Morgan -,Boston 2022,2022,Torque GC,T26,1.0,0.0,-5.0,-4.0,2026-03-04T18:24:22.350357
boston-2022,Joaquin Niemann -,Boston 2022,2022,Torque GC,T2,-6.0,-5.0,-4.0,-15.0,2026-03-04T18:24:22.350152
boston-2022,Kevin Na -,Boston 2022,2022,Korean Golf Club,T9,-4.0,-3.0,-3.0,-10.0,2026-03-04T18:24:22.350227
boston-2022,Laurie Canter -,Boston 2022,2022,Cleeks Golf Club,T21,-1.0,1.0,-5.0,-5.0,2026-03-04T18:24:22.350323
boston-2022,Lee Westwood -,Boston 2022,2022,Majesticks Golf Club,T4,-3.0,-3.0,-8.0,-14.0,2026-03-04T18:24:22.350162
boston-2022,Louis Oosthuizen -,Boston 2022,2022,Southern Guards GC,T9,-4.0,-3.0,-3.0,-10.0,2026-03-04T18:24:22.350217
boston-2022,Marc Leishman -,Boston 2022,2022,,T26,0.0,-6.0,2.0,-4.0,2026-03-04T18:24:22.350396
boston-2022,Martin Kaymer -,Boston 2022,2022,Cleeks Golf Club,T21,-2.0,-3.0,0.0,-5.0,2026-03-04T18:24:22.350349
boston-2022,Matt Jones -,Boston 2022,2022,,T26,-1.0,-3.0,0.0,-4.0,2026-03-04T18:24:22.350374
boston-2022,Matthew Wolff -,Boston 2022,2022,,T13,-7.0,-1.0,0.0,-8.0,2026-03-04T18:24:22.350253
boston-2022,Pat Perez -,Boston 2022,2022,,T15,-3.0,-4.0,0.0,-7.0,2026-03-04T18:24:22.350269
boston-2022,Patrick Reed -,Boston 2022,2022,,T31,-1.0,2.0,-4.0,-3.0,2026-03-04T18:24:22.350421
boston-2022,Paul Casey -,Boston 2022,2022,Crushers GC,T21,-4.0,5.0,-6.0,-5.0,2026-03-04T18:24:22.350314
boston-2022,Peter Uihlein -,Boston 2022,2022,Smash GC,T44,1.0,5.0,-1.0,5.0,2026-03-04T18:24:22.350518
boston-2022,Phachara Khongwatmai -,Boston 2022,2022,Korean Golf Club,T31,2.0,-1.0,-4.0,-3.0,2026-03-04T18:24:22.350405
boston-2022,Phil Mickelson -,Boston 2022,2022,,T40,4.0,-1.0,-1.0,2.0,2026-03-04T18:24:22.350482
boston-2022,Richard Bland -,Boston 2022,2022,Cleeks Golf Club,T17,-2.0,0.0,-4.0,-6.0,2026-03-04T18:24:22.350289
boston-2022,Sadom Kaewkanjana -,Boston 2022,2022,Korean Golf Club,T13,-3.0,-4.0,-1.0,-8.0,2026-03-04T18:24:22.350245
boston-2022,Sam Horsfield -,Boston 2022,2022,Majesticks Golf Club,38,2.0,2.0,-5.0,-1.0,2026-03-04T18:24:22.350464
boston-2022,Scott Vincent -,Boston 2022,2022,Torque GC,T21,0.0,-4.0,-1.0,-5.0,2026-03-04T18:24:22.350340
boston-2022,Sergio Garcia -,Boston 2022,2022,Fireballs GC,T9,0.0,-6.0,-4.0,-10.0,2026-03-04T18:24:22.350208
boston-2022,Shaun Norris -,Boston 2022,2022,Southern Guards GC,T40,0.0,0.0,2.0,2.0,2026-03-04T18:24:22.350502
boston-2022,Shergo Al Kurdi -,Boston 2022,2022,Majesticks Golf Club,T35,1.0,1.0,-4.0,-2.0,2026-03-04T18:24:22.350437
boston-2022,Sihwan Kim -,Boston 2022,2022,Korean Golf Club,48,17.0,-7.0,6.0,16.0,2026-03-04T18:24:22.350551
boston-2022,Talor Gooch -,Boston 2022,2022,,6,-7.0,-5.0,-1.0,-13.0,2026-03-04T18:24:22.350179
boston-2022,Turk Pettit -,Boston 2022,2022,,46,1.0,3.0,2.0,6.0,2026-03-04T18:24:22.350533
boston-2022,Wade Ormsby -,Boston 2022,2022,,43,3.0,1.0,0.0,4.0,2026-03-04T18:24:22.350510
chicago-2022,Abraham Ancer -,Chicago 2022,2022,Fireballs GC,27,1.0,-1.0,-1.0,-1.0,2026-03-04T18:25:03.724285
chicago-2022,Anirban Lahiri -,Chicago 2022,2022,Crushers GC,23,0.0,-1.0,-1.0,-2.0,2026-03-04T18:25:03.724233
chicago-2022,Bernd Wiesberger -,Chicago 2022,2022,,36,2.0,0.0,1.0,3.0,2026-03-04T18:25:03.724402
chicago-2022,Branden Grace -,Chicago 2022,2022,Southern Guards GC,18,-2.0,0.0,-1.0,-3.0,2026-03-04T18:25:03.724166
chicago-2022,Brooks Koepka -,Chicago 2022,2022,Smash GC,22,-2.0,2.0,-2.0,-2.0,2026-03-04T18:25:03.724220
chicago-2022,Bryson DeChambeau -,Chicago 2022,2022,Crushers GC,10,-3.0,-2.0,-1.0,-6.0,2026-03-04T18:25:03.724065
chicago-2022,Cameron Smith -,Chicago 2022,2022,,1,-6.0,-4.0,-3.0,-13.0,2026-03-04T18:25:03.723923
chicago-2022,Cameron Tringale -,Chicago 2022,2022,,12,-1.0,0.0,-4.0,-5.0,2026-03-04T18:25:03.724091
chicago-2022,Carlos Ortiz -,Chicago 2022,2022,Fireballs GC,33,-2.0,0.0,2.0,0.0,2026-03-04T18:25:03.724365
chicago-2022,Charl Schwartzel -,Chicago 2022,2022,Southern Guards GC,7,-3.0,-3.0,-1.0,-7.0,2026-03-04T18:25:03.724023
chicago-2022,Charles Howell III -,Chicago 2022,2022,Crushers GC,20,-4.0,-1.0,2.0,-3.0,2026-03-04T18:25:03.724194
chicago-2022,Chase Koepka -,Chicago 2022,2022,Smash GC,9,1.0,-2.0,-5.0,-6.0,2026-03-04T18:25:03.724051
chicago-2022,David Puig -,Chicago 2022,2022,Torque GC,39,1.0,3.0,0.0,4.0,2026-03-04T18:25:03.724441
chicago-2022,Dustin Johnson -,Chicago 2022,2022,,3,-9.0,1.0,-2.0,-10.0,2026-03-04T18:25:03.723966
chicago-2022,Eugenio Chacarra -,Chicago 2022,2022,Fireballs GC,25,-1.0,0.0,-1.0,-2.0,2026-03-04T18:25:03.724259
chicago-2022,Graeme McDowell -,Chicago 2022,2022,Cleeks Golf Club,41,-1.0,3.0,2.0,4.0,2026-03-04T18:25:03.724470
chicago-2022,Harold Varner III -,Chicago 2022,2022,,26,-2.0,0.0,0.0,-2.0,2026-03-04T18:25:03.724271
chicago-2022,Henrik Stenson -,Chicago 2022,2022,Majesticks Golf Club,30,-4.0,1.0,2.0,-1.0,2026-03-04T18:25:03.724327
chicago-2022,Hudson Swafford -,Chicago 2022,2022,,47,1.0,2.0,3.0,6.0,2026-03-04T18:25:03.724549
chicago-2022,Ian Poulter -,Chicago 2022,2022,Majesticks Golf Club,29,-1.0,-2.0,2.0,-1.0,2026-03-04T18:25:03.724314
chicago-2022,James Piot -,Chicago 2022,2022,,28,1.0,-2.0,0.0,-1.0,2026-03-04T18:25:03.724299
chicago-2022,Jason Kokrak -,Chicago 2022,2022,Smash GC,24,3.0,-4.0,-1.0,-2.0,2026-03-04T18:25:03.724246
chicago-2022,Jed Morgan -,Chicago 2022,2022,Torque GC,37,4.0,1.0,-1.0,4.0,2026-03-04T18:25:03.724415
chicago-2022,Joaquin Niemann -,Chicago 2022,2022,Torque GC,5,-1.0,-3.0,-4.0,-8.0,2026-03-04T18:25:03.723995
chicago-2022,Kevin Na -,Chicago 2022,2022,Korean Golf Club,34,2.0,1.0,-2.0,1.0,2026-03-04T18:25:03.724378
chicago-2022,Laurie Canter -,Chicago 2022,2022,Cleeks Golf Club,11,-2.0,-4.0,0.0,-6.0,2026-03-04T18:25:03.724078
chicago-2022,Lee Westwood -,Chicago 2022,2022,Majesticks Golf Club,15,-4.0,-1.0,0.0,-5.0,2026-03-04T18:25:03.724129
chicago-2022,Louis Oosthuizen -,Chicago 2022,2022,Southern Guards GC,6,-3.0,-1.0,-3.0,-7.0,2026-03-04T18:25:03.724009
chicago-2022,Marc Leishman -,Chicago 2022,2022,,48,-1.0,1.0,6.0,6.0,2026-03-04T18:25:03.724561
chicago-2022,Martin Kaymer -,Chicago 2022,2022,Cleeks Golf Club,42,1.0,0.0,3.0,4.0,2026-03-04T18:25:03.724483
chicago-2022,Matt Jones -,Chicago 2022,2022,,16,-4.0,0.0,0.0,-4.0,2026-03-04T18:25:03.724141
chicago-2022,Matthew Wolff -,Chicago 2022,2022,,17,-5.0,1.0,0.0,-4.0,2026-03-04T18:25:03.724153
chicago-2022,Pat Perez -,Chicago 2022,2022,,31,4.0,-1.0,-3.0,0.0,2026-03-04T18:25:03.724339
chicago-2022,Patrick Reed -,Chicago 2022,2022,,13,2.0,-3.0,-4.0,-5.0,2026-03-04T18:25:03.724103
chicago-2022,Paul Casey -,Chicago 2022,2022,Crushers GC,21,1.0,0.0,-3.0,-2.0,2026-03-04T18:25:03.724207
chicago-2022,Peter Uihlein -,Chicago 2022,2022,Smash GC,2,-1.0,-6.0,-3.0,-10.0,2026-03-04T18:25:03.723951
chicago-2022,Phachara Khongwatmai -,Chicago 2022,2022,Korean Golf Club,32,0.0,0.0,0.0,0.0,2026-03-04T18:25:03.724352
chicago-2022,Phil Mickelson -,Chicago 2022,2022,,8,-2.0,2.0,-6.0,-6.0,2026-03-04T18:25:03.724036
chicago-2022,Richard Bland -,Chicago 2022,2022,Cleeks Golf Club,19,0.0,-2.0,-1.0,-3.0,2026-03-04T18:25:03.724181
chicago-2022,Sadom Kaewkanjana -,Chicago 2022,2022,Korean Golf Club,40,-2.0,4.0,2.0,4.0,2026-03-04T18:25:03.724456
chicago-2022,Sam Horsfield -,Chicago 2022,2022,Majesticks Golf Club,43,-2.0,2.0,5.0,5.0,2026-03-04T18:25:03.724495
chicago-2022,Scott Vincent -,Chicago 2022,2022,Torque GC,14,-2.0,-1.0,-2.0,-5.0,2026-03-04T18:25:03.724115
chicago-2022,Sergio Garcia -,Chicago 2022,2022,Fireballs GC,4,0.0,-3.0,-5.0,-8.0,2026-03-04T18:25:03.723981
chicago-2022,Shaun Norris -,Chicago 2022,2022,Southern Guards GC,44,7.0,-2.0,1.0,6.0,2026-03-04T18:25:03.724513
chicago-2022,Sihwan Kim -,Chicago 2022,2022,Korean Golf Club,45,0.0,4.0,2.0,6.0,2026-03-04T18:25:03.724526
chicago-2022,Talor Gooch -,Chicago 2022,2022,,35,-2.0,4.0,1.0,3.0,2026-03-04T18:25:03.724390
chicago-2022,Turk Pettit -,Chicago 2022,2022,,46,2.0,2.0,2.0,6.0,2026-03-04T18:25:03.724538
chicago-2022,Wade Ormsby -,Chicago 2022,2022,,38,0.0,4.0,0.0,4.0,2026-03-04T18:25:03.724426
chicago-2023,Abraham Ancer,Chicago 2023,2023,Fireballs GC,8,-3.0,-5.0,-2.0,-10.0,2026-03-04T18:33:02.212811
chicago-2023,Anirban Lahiri,Chicago 2023,2023,Crushers GC,3,-5.0,-5.0,-2.0,-12.0,2026-03-04T18:33:02.212753
chicago-2023,Bernd Wiesberger,Chicago 2023,2023,Cleeks Golf Club,37,0.0,1.0,-1.0,0.0,2026-03-04T18:33:02.213105
chicago-2023,Branden Grace,Chicago 2023,2023,Southern Guards GC,30,-2.0,0.0,-1.0,-3.0,2026-03-04T18:33:02.213037
chicago-2023,Brendan Steele,Chicago 2023,2023,HyFlyers GC,11,-2.0,-3.0,-3.0,-8.0,2026-03-04T18:33:02.212841
chicago-2023,Brooks Koepka,Chicago 2023,2023,Smash GC,26,-3.0,-2.0,0.0,-5.0,2026-03-04T18:33:02.212995
chicago-2023,Bryson DeChambeau,Chicago 2023,2023,Crushers GC,1,-3.0,-2.0,-8.0,-13.0,2026-03-04T18:33:02.212719
chicago-2023,Bubba Watson,Chicago 2023,2023,RangeGoats GC,24,-2.0,0.0,-3.0,-5.0,2026-03-04T18:33:02.212973
chicago-2023,Cameron Smith,Chicago 2023,2023,Ripper GC,40,-2.0,0.0,2.0,0.0,2026-03-04T18:33:02.213135
chicago-2023,Cameron Tringale,Chicago 2023,2023,HyFlyers GC,39,-3.0,1.0,2.0,0.0,2026-03-04T18:33:02.213126
chicago-2023,Carlos Ortiz,Chicago 2023,2023,Fireballs GC,12,-4.0,-3.0,-1.0,-8.0,2026-03-04T18:33:02.212851
chicago-2023,Charl Schwartzel,Chicago 2023,2023,Southern Guards GC,20,-4.0,0.0,-2.0,-6.0,2026-03-04T18:33:02.212933
chicago-2023,Charles Howell III,Chicago 2023,2023,Crushers GC,18,-4.0,2.0,-4.0,-6.0,2026-03-04T18:33:02.212912
chicago-2023,Chase Koepka,Chicago 2023,2023,Smash GC,47,3.0,1.0,3.0,7.0,2026-03-04T18:33:02.213206
chicago-2023,Danny Lee,Chicago 2023,2023,Korean Golf Club,48,2.0,7.0,-1.0,8.0,2026-03-04T18:33:02.213218
chicago-2023,David Puig,Chicago 2023,2023,Torque GC,36,-1.0,-3.0,2.0,-2.0,2026-03-04T18:33:02.213095
chicago-2023,Dean Burmester,Chicago 2023,2023,Southern Guards GC,23,-4.0,-2.0,0.0,-6.0,2026-03-04T18:33:02.212963
chicago-2023,Dustin Johnson,Chicago 2023,2023,4Aces GC,10,-3.0,-5.0,-1.0,-9.0,2026-03-04T18:33:02.212831
chicago-2023,Eugenio Chacarra,Chicago 2023,2023,Fireballs GC,16,-3.0,-2.0,-2.0,-7.0,2026-03-04T18:33:02.212891
chicago-2023,Graeme McDowell,Chicago 2023,2023,Cleeks Golf Club,35,-1.0,-2.0,1.0,-2.0,2026-03-04T18:33:02.213085
chicago-2023,Harold Varner III,Chicago 2023,2023,RangeGoats GC,29,-1.0,0.0,-2.0,-3.0,2026-03-04T18:33:02.213027
chicago-2023,Henrik Stenson,Chicago 2023,2023,Majesticks Golf Club,6,-2.0,-4.0,-4.0,-10.0,2026-03-04T18:33:02.212789
chicago-2023,Ian Poulter,Chicago 2023,2023,Majesticks Golf Club,27,-2.0,-4.0,1.0,-5.0,2026-03-04T18:33:02.213006
chicago-2023,James Piot,Chicago 2023,2023,HyFlyers GC,41,3.0,-2.0,0.0,1.0,2026-03-04T18:33:02.213145
chicago-2023,Jason Kokrak,Chicago 2023,2023,Smash GC,25,-4.0,0.0,-1.0,-5.0,2026-03-04T18:33:02.212984
chicago-2023,Jed Morgan,Chicago 2023,2023,Ripper GC,38,-5.0,4.0,1.0,0.0,2026-03-04T18:33:02.213116
chicago-2023,Joaquin Niemann,Chicago 2023,2023,Torque GC,19,-4.0,1.0,-3.0,-6.0,2026-03-04T18:33:02.212923
chicago-2023,Kevin Na,Chicago 2023,2023,Korean Golf Club,33,-1.0,-1.0,0.0,-2.0,2026-03-04T18:33:02.213066
chicago-2023,Lee Westwood,Chicago 2023,2023,Majesticks Golf Club,43,-2.0,-2.0,5.0,1.0,2026-03-04T18:33:02.213166
chicago-2023,Louis Oosthuizen,Chicago 2023,2023,Southern Guards GC,22,-5.0,-1.0,0.0,-6.0,2026-03-04T18:33:02.212953
chicago-2023,Marc Leishman,Chicago 2023,2023,Ripper GC,2,-4.0,-3.0,-5.0,-12.0,2026-03-04T18:33:02.212741
chicago-2023,Martin Kaymer,Chicago 2023,2023,Cleeks Golf Club,42,1.0,-2.0,2.0,1.0,2026-03-04T18:33:02.213155
chicago-2023,Matt Jones,Chicago 2023,2023,Ripper GC,28,-1.0,-1.0,-2.0,-4.0,2026-03-04T18:33:02.213017
chicago-2023,Matthew Wolff,Chicago 2023,2023,Smash GC,44,-3.0,4.0,1.0,2.0,2026-03-04T18:33:02.213176
chicago-2023,Mito Pereira,Chicago 2023,2023,Torque GC,34,-1.0,-1.0,0.0,-2.0,2026-03-04T18:33:02.213075
chicago-2023,Pat Perez,Chicago 2023,2023,4Aces GC,31,-1.0,-1.0,-1.0,-3.0,2026-03-04T18:33:02.213046
chicago-2023,Patrick Reed,Chicago 2023,2023,4Aces GC,21,-4.0,-1.0,-1.0,-6.0,2026-03-04T18:33:02.212942
chicago-2023,Paul Casey,Chicago 2023,2023,Crushers GC,32,0.0,1.0,-3.0,-2.0,2026-03-04T18:33:02.213056
chicago-2023,Peter Uihlein,Chicago 2023,2023,4Aces GC,5,-3.0,-2.0,-5.0,-10.0,2026-03-04T18:33:02.212778
chicago-2023,Phil Mickelson,Chicago 2023,2023,HyFlyers GC,45,4.0,-3.0,4.0,5.0,2026-03-04T18:33:02.213186
chicago-2023,Richard Bland,Chicago 2023,2023,Cleeks Golf Club,9,0.0,-5.0,-4.0,-9.0,2026-03-04T18:33:02.212821
chicago-2023,Sam Horsfield,Chicago 2023,2023,Majesticks Golf Club,15,-2.0,-2.0,-3.0,-7.0,2026-03-04T18:33:02.212880
chicago-2023,Scott Vincent,Chicago 2023,2023,Korean Golf Club,17,-4.0,-2.0,-1.0,-7.0,2026-03-04T18:33:02.212900
chicago-2023,Sebastian Muñoz,Chicago 2023,2023,Torque GC,4,-5.0,-8.0,2.0,-11.0,2026-03-04T18:33:02.212767
chicago-2023,Sergio Garcia,Chicago 2023,2023,Fireballs GC,14,-5.0,2.0,-4.0,-7.0,2026-03-04T18:33:02.212870
chicago-2023,Sihwan Kim,Chicago 2023,2023,Korean Golf Club,46,3.0,2.0,1.0,6.0,2026-03-04T18:33:02.213196
chicago-2023,Talor Gooch,Chicago 2023,2023,RangeGoats GC,7,-3.0,-4.0,-3.0,-10.0,2026-03-04T18:33:02.212799
chicago-2023,Thomas Pieters,Chicago 2023,2023,RangeGoats GC,13,-4.0,-4.0,0.0,-8.0,2026-03-04T18:33:02.212860
chicago-2024,Abraham Ancer,Chicago 2024,2024,Fireballs GC,T11,-1.0,0.0,-3.0,-4.0,2026-03-04T18:41:05.401227
chicago-2024,Adrian Meronk,Chicago 2024,2024,Cleeks Golf Club,T23,1.0,-5.0,4.0,0.0,2026-03-04T18:41:05.401983
chicago-2024,Andy Ogletree,Chicago 2024,2024,HyFlyers GC,T40,2.0,2.0,-1.0,3.0,2026-03-04T18:41:05.402469
chicago-2024,Anirban Lahiri,Chicago 2024,2024,Crushers GC,T6,-3.0,1.0,-3.0,-5.0,2026-03-04T18:41:05.401072
chicago-2024,Anthony Kim -,Chicago 2024,2024,,T42,1.0,3.0,0.0,4.0,2026-03-04T18:41:05.402620
chicago-2024,Branden Grace,Chicago 2024,2024,Southern Guards GC,T34,1.0,3.0,-2.0,2.0,2026-03-04T18:41:05.402305
chicago-2024,Brendan Steele,Chicago 2024,2024,HyFlyers GC,T30,3.0,0.0,-2.0,1.0,2026-03-04T18:41:05.402024
chicago-2024,Brooks Koepka,Chicago 2024,2024,Smash GC,T6,-8.0,3.0,0.0,-5.0,2026-03-04T18:41:05.401182
chicago-2024,Bryson DeChambeau,Chicago 2024,2024,Crushers GC,T6,-2.0,-1.0,-2.0,-5.0,2026-03-04T18:41:05.401143
chicago-2024,Bubba Watson,Chicago 2024,2024,RangeGoats GC,T42,3.0,6.0,-5.0,4.0,2026-03-04T18:41:05.402573
chicago-2024,Caleb Surratt,Chicago 2024,2024,Legion XIII,54,10.0,3.0,5.0,18.0,2026-03-04T18:41:05.403089
chicago-2024,Cameron Smith,Chicago 2024,2024,Ripper GC,52,3.0,3.0,4.0,10.0,2026-03-04T18:41:05.403001
chicago-2024,Cameron Tringale,Chicago 2024,2024,HyFlyers GC,T34,5.0,3.0,-6.0,2.0,2026-03-04T18:41:05.402221
chicago-2024,Carlos Ortiz,Chicago 2024,2024,Torque GC,T20,1.0,-3.0,1.0,-1.0,2026-03-04T18:41:05.401684
chicago-2024,Charl Schwartzel,Chicago 2024,2024,Southern Guards GC,T42,2.0,-2.0,4.0,4.0,2026-03-04T18:41:05.402752
chicago-2024,Charles Howell III,Chicago 2024,2024,Crushers GC,T42,4.0,-1.0,1.0,4.0,2026-03-04T18:41:05.402663
chicago-2024,Danny Lee,Chicago 2024,2024,Korean Golf Club,T30,3.0,-2.0,0.0,1.0,2026-03-04T18:41:05.402178
chicago-2024,David Puig,Chicago 2024,2024,Fireballs GC,T20,1.0,1.0,-3.0,-1.0,2026-03-04T18:41:05.401643
