playerName,team,season,drive_dist,fairway_pct,gir_pct,scrambling_pct,putting_avg,est_sg_total,est_sg_ott,est_sg_app,est_sg_atg,est_sg_putt,events_played,avg_position,top10s,wins
Luis Masaveu,RangeGoats GC,2025,312.6,50.53,65.84,50.6,1.66,-0.64678353,0.033045165,-0.10435715,-0.28339347,-0.32924724,9.0,31.88888888888889,0.0,0.0
Mito Pereira,Torque GC,2025,307.5,48.93,61.11,52.5,1.62,-0.6800373,-0.0783345,-0.5272572,-0.20598081,0.111238055,13.0,40.84615384615385,0.0,0.0
Anthony Kim,,2025,293.5,48.35,57.98,51.53,1.6,-1.1183087,-0.35160246,-0.5930037,-0.11870124,0.1684793,2.0,47.5,0.0,0.0
Frederik Kjettrup,Cleeks Golf Club,2025,283.6,50.77,61.86,46.06,1.67,-1.192238,-0.71860427,-0.14753857,-0.052717246,-0.1819834,12.0,46.666666666666664,0.0,0.0
Abraham Ancer,Torque GC,2026,285.4,62.5,70.83,71.43,1.51,1.8951638,-0.14050776,0.76472825,0.28566793,0.6419088,2.0,8.0,1.0,0.0
Jon Rahm,Legion XIII,2026,302.9,58.93,78.47,80.65,1.55,1.7638891,0.292183,0.8892073,0.43373978,0.3720275,2.0,2.0,2.0,0.0
Peter Uihlein,RangeGoats GC,2026,298.3,42.86,79.17,73.33,1.57,1.7445583,-0.087238796,0.6882389,0.27815142,0.6167428,2.0,3.0,2.0,0.0
Anthony Kim,,2026,288.7,52.68,79.86,79.31,1.58,1.7013342,-0.1389421,0.9839376,0.3659902,0.37742397,2.0,11.5,1.0,1.0
Bryson DeChambeau,Crushers GC,2026,303.8,54.46,77.78,68.75,1.56,1.62917,0.2322515,0.73399514,0.2560151,0.30006444,2.0,10.0,1.0,0.0
Talor Gooch,Smash GC,2026,284.5,61.61,72.92,79.49,1.56,1.5703944,-0.17898376,0.75197625,0.35822642,0.4843902,2.0,14.5,0.0,0.0
Jason Kokrak,Smash GC,2026,271.4,56.25,70.83,61.9,1.51,1.556535,-0.36777145,0.76522106,0.24134122,0.70767736,2.0,19.5,0.0,0.0
Yosuke Asaji,Wild Card,2026,282.7,58.93,66.67,70.83,1.48,1.5085888,-0.32334298,0.4995075,0.32182044,0.8412042,2.0,20.5,0.0,0.0
Branden Grace,Southern Guards GC,2026,288.3,58.93,77.08,81.82,1.6,1.4907663,-0.0847089,0.9495972,0.5180615,0.123684585,2.0,8.5,2.0,0.0
Elvis Smylie,Ripper GC,2026,292.5,63.39,75.0,66.67,1.57,1.4784753,0.24358651,0.651329,0.27282265,0.26470962,2.0,14.0,1.0,1.0
Ben Campbell,RangeGoats GC,2026,273.5,65.18,71.53,75.61,1.52,1.4533186,-0.29985383,0.55786073,0.36787948,0.66955805,2.0,23.5,0.0,0.0
Cameron Smith,Ripper GC,2026,285.1,54.46,65.28,70.0,1.47,1.3059925,-0.34896556,0.42556244,0.3974776,0.5981572,2.0,10.5,1.0,0.0
Thomas Pieters,,2026,296.4,51.79,72.22,65.0,1.53,1.2697637,-0.09529351,0.4928617,0.29288745,0.38524124,2.0,15.5,1.0,0.0
Graeme McDowell,Smash GC,2026,275.0,54.46,74.31,64.86,1.58,1.2518951,-0.46114793,0.76797974,0.3324012,0.45528653,2.0,20.5,0.0,0.0
Charl Schwartzel,Southern Guards GC,2026,290.5,53.57,73.61,73.68,1.56,1.1500423,-0.2049305,0.61960244,0.31974724,0.45019174,2.0,23.5,0.0,0.0
Lucas Herbert,Ripper GC,2026,303.4,50.89,70.14,65.12,1.5,1.0923132,-0.16300416,0.3344905,0.3150444,0.5146018,2.0,7.5,2.0,0.0
Marc Leishman,Ripper GC,2026,297.5,53.57,73.61,68.42,1.57,1.0889388,-0.048270863,0.529476,0.2839452,0.26635945,2.0,15.0,1.0,0.0
Scott Vincent,Wild Card,2026,278.6,57.14,70.14,72.09,1.54,1.0737392,-0.36117408,0.5489841,0.38133138,0.5434107,2.0,18.5,0.0,0.0
Dustin Johnson,,2026,290.2,51.79,70.83,66.67,1.53,1.0257679,-0.2925101,0.5474907,0.28379592,0.5168177,2.0,17.0,0.0,0.0
Byeong Hun An,Korean Golf Club,2026,301.2,47.32,69.44,77.27,1.53,0.99581665,-0.05026201,0.15607914,0.3585923,0.60605973,2.0,16.5,1.0,0.0
Tyrrell Hatton,Legion XIII,2026,284.5,55.36,69.44,65.91,1.54,0.9240326,-0.41949448,0.5782294,0.31904495,0.38383108,2.0,25.0,1.0,0.0
Caleb Surratt,Legion XIII,2026,291.6,53.57,68.75,64.44,1.57,0.79896545,-0.11511403,0.35893115,0.20958476,0.34220603,2.0,28.0,0.0,0.0
Joaquin Niemann,Torque GC,2026,303.9,59.82,71.53,65.85,1.57,0.79326487,0.1268058,0.40520772,0.12125067,0.13778056,2.0,17.0,0.0,0.0
Richard Bland,Cleeks Golf Club,2026,288.5,48.21,71.53,63.41,1.57,0.7641406,-0.40560758,0.5782685,0.3111572,0.34408095,2.0,39.0,0.0,0.0
Richard T. Lee,Wild Card,2026,302.8,54.46,69.44,65.91,1.56,0.738763,0.07359695,0.30727535,0.17467129,0.2194333,2.0,25.0,0.0,0.0
Louis Oosthuizen,Southern Guards GC,2026,281.6,59.82,72.22,67.5,1.6,0.7376116,-0.11515088,0.48139456,0.31588835,0.18613073,2.0,33.5,0.0,0.0
Carlos Ortiz,Torque GC,2026,297.0,50.89,75.0,75.0,1.61,0.69939446,-0.22233866,0.5168711,0.2856556,0.05805548,2.0,27.5,0.0,0.0
Anirban Lahiri,Crushers GC,2026,287.2,58.93,63.89,69.23,1.55,0.66646254,-0.26705447,0.12064064,0.32500422,0.40586296,2.0,40.0,0.0,0.0
Ian Poulter,Majesticks Golf Club,2026,280.1,50.89,72.22,70.0,1.61,0.6167275,-0.48341742,0.6555824,0.4211753,0.037771698,2.0,34.0,0.0,0.0
Thomas Detry,,2026,289.9,47.32,75.0,61.11,1.6,0.5530995,-0.30364764,0.54790574,0.17674264,0.020922316,2.0,19.0,1.0,0.0
Dean Burmester,Southern Guards GC,2026,294.3,47.32,71.53,60.98,1.59,0.49920687,-0.30559373,0.27555525,0.20618197,0.18364985,2.0,28.5,1.0,0.0
Brendan Steele,HyFlyers GC,2026,295.2,57.14,68.06,67.39,1.58,0.4958511,-0.08370108,0.21078688,0.23440082,0.17049077,2.0,35.5,0.0,0.0
David Puig,Fireballs GC,2026,304.0,58.04,72.92,64.1,1.6,0.43754444,0.072457924,0.42820215,0.11234518,-0.09712908,2.0,27.5,1.0,0.0
Charles Howell III,Crushers GC,2026,282.6,40.18,74.31,72.97,1.61,0.434876,-0.86929786,0.59001905,0.37646505,0.2354869,2.0,35.5,0.0,0.0
Adrian Meronk,Cleeks Golf Club,2026,278.3,53.57,72.22,62.5,1.63,0.39018896,-0.43266773,0.6130315,0.32329327,0.010282924,2.0,34.5,0.0,0.0
Victor Perez,Cleeks Golf Club,2026,304.1,60.71,68.75,60.0,1.58,0.39007887,0.23704574,0.18317011,-0.021074396,0.063958354,2.0,40.5,0.0,0.0
Tom McKibbin,Legion XIII,2026,285.7,65.18,70.83,64.29,1.6,0.34262347,-0.06941107,0.31023565,0.12739062,0.093407646,2.0,30.5,0.0,0.0
Bubba Watson,RangeGoats GC,2026,285.5,60.71,70.14,62.79,1.6,0.30310056,-0.15737996,0.33592042,0.13440585,0.009839665,2.0,42.5,0.0,0.0
Michael La Sasso,HyFlyers GC,2026,293.4,50.89,72.22,62.5,1.64,0.2922636,-0.27514723,0.46055683,0.19879226,-0.08740992,2.0,36.5,0.0,0.0
Paul Casey,Crushers GC,2026,291.6,52.68,75.69,62.86,1.68,0.26991305,-0.103719845,0.63656676,0.2013244,-0.41862538,2.0,35.5,0.0,0.0
Danny Lee,Korean Golf Club,2026,283.9,48.21,72.92,66.67,1.63,0.23116218,-0.56286067,0.5269643,0.38497648,-0.00022430904,2.0,36.5,0.0,0.0
Wade Ormsby,HyFlyers GC,2026,283.8,76.79,65.28,64.0,1.57,0.22322312,-0.13555951,0.03247663,0.066132955,0.1675138,1.0,37.0,0.0,0.0
Minkyu Kim,Korean Golf Club,2026,286.7,54.46,56.94,61.29,1.44,0.18232548,-0.31002238,-0.1140217,0.057971135,0.7138196,2.0,36.5,0.0,0.0
Josele Ballester,Fireballs GC,2026,314.4,42.86,77.08,54.55,1.66,0.16841853,0.3253715,0.14091378,-0.11510685,-0.25338197,2.0,29.5,0.0,0.0
Miguel Tabuena,Wild Card,2026,276.4,52.68,65.97,61.22,1.58,0.1507943,-0.67410225,0.30741304,0.21863124,0.25199774,2.0,46.0,0.0,0.0
Luis Masaveu,Fireballs GC,2026,287.9,51.79,70.83,57.14,1.6,0.123637795,-0.31622013,0.40343893,0.03429225,0.055585284,2.0,40.5,0.0,0.0
Sergio Garcia,Fireballs GC,2026,293.0,60.71,78.47,54.84,1.68,0.065094315,0.104889326,0.41584775,-0.054659422,-0.32779825,2.0,33.5,0.0,0.0
Matthew Wolff,RangeGoats GC,2026,291.0,44.64,76.39,55.88,1.67,-0.0323911,-0.4276672,0.23997067,0.038449086,-0.15131731,2.0,32.5,0.0,0.0
Ben Schmidt,Majesticks Golf Club,2026,295.3,45.54,71.53,51.22,1.65,-0.06245645,-0.3955821,0.11654417,0.008314928,-0.250365,2.0,42.5,0.0,0.0
Harold Varner III,Smash GC,2026,286.6,51.79,76.39,58.82,1.69,-0.113434434,-0.32577148,0.4903962,0.013777072,-0.4335487,2.0,37.0,0.0,0.0
Younghan Song,Korean Golf Club,2026,287.2,57.14,74.31,56.76,1.67,-0.17168495,-0.15037385,0.43135366,0.11344083,-0.40680087,2.0,37.0,0.0,0.0
Laurie Canter,Majesticks Golf Club,2026,292.9,65.18,72.22,50.0,1.67,-0.2015182,0.21737202,0.12815575,-0.13559583,-0.37295696,2.0,45.0,0.0,0.0
Ollie Schniederjans,HyFlyers GC,2026,289.8,48.21,59.72,58.62,1.53,-0.3258849,-0.46847233,-0.2431256,0.061441366,0.52913225,1.0,56.0,0.0,0.0
Cameron Tringale,HyFlyers GC,2026,275.8,53.57,71.53,53.66,1.67,-0.33816132,-0.53406334,0.47824064,0.054115653,-0.2306792,2.0,49.0,0.0,0.0
John Catlin,Cleeks Golf Club,2026,290.1,62.5,58.33,60.0,1.61,-0.44126132,-0.107955255,-0.20051178,0.13319331,-0.18262906,1.0,51.0,0.0,0.0
Martin Kaymer,Cleeks Golf Club,2026,273.6,30.36,73.61,57.89,1.67,-0.6122452,-1.0961471,0.40150943,0.23207909,-0.09368835,1.0,51.0,0.0,0.0
Sam Horsfield,Majesticks Golf Club,2026,285.0,41.96,70.83,52.38,1.67,-0.9859109,-0.80659854,0.22380872,-0.004185728,-0.27986547,2.0,52.0,0.0,0.0
